anio,mes,ruta,clasificacion_vuelo,origen_localidad,origen_provincia,destino_localidad,destino_provincia,pasajeros,asientos,vuelos,factor_ocupacion
2024,5,Ciudad de Buenos Aires - Neuquén,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Neuquén,Neuquén,27815,33437,198,0.8319
2024,5,Ciudad de Buenos Aires - Paraná,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Paraná,Entre Ríos,1118,1488,16,0.7513
2024,5,Ciudad de Buenos Aires - Porto Alegre,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Porto Alegre,,334,477,3,0.7002
2024,5,Ciudad de Buenos Aires - Posadas,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Posadas,Misiones,12039,14185,93,0.8487
2024,5,Ciudad de Buenos Aires - Puerto Iguazú,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Iguazú,Misiones,31300,35977,225,0.87
2024,5,Ciudad de Buenos Aires - Puerto Madryn,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Madryn,Chubut,1287,1475,10,0.8725
2024,5,Ciudad de Buenos Aires - Punta del Este,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Punta del Este,,1239,1536,16,0.8066
2024,5,Ciudad de Buenos Aires - Recife,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Recife,,567,744,4,0.7621
2024,5,Ciudad de Buenos Aires - Resistencia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Resistencia,Chaco,5211,6139,59,0.8488
2024,5,Ciudad de Buenos Aires - Rio Hondo,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rio Hondo,Santiago del Estero,338,410,4,0.8244
2024,5,Ciudad de Buenos Aires - Rosario,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rosario,Santa Fe,4767,6910,67,0.6899
2024,5,Ciudad de Buenos Aires - Río Cuarto,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Cuarto,Córdoba,563,1056,11,0.5331
2024,5,Ciudad de Buenos Aires - Río Gallegos,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Gallegos,Santa Cruz,5987,6966,45,0.8595
2024,5,Ciudad de Buenos Aires - Río Grande,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4073,4764,33,0.855
2024,5,Ciudad de Buenos Aires - Río de Janeiro,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río de Janeiro,,10692,11753,69,0.9097
2024,5,Ciudad de Buenos Aires - Salta,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Salta,Salta,26884,30796,187,0.873
2024,5,Ciudad de Buenos Aires - Salvador,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Salvador,,1811,2578,15,0.7025
2024,5,Ciudad de Buenos Aires - San Carlos de Bariloche,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Carlos de Bariloche,Río Negro,29437,33375,195,0.882
2024,5,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Fernando del Valle de Catamarca,Catamarca,2515,3235,31,0.7774
2024,5,Ciudad de Buenos Aires - San Juan,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Juan,San Juan,5725,6625,47,0.8642
2024,5,Ciudad de Buenos Aires - San Luis,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Luis,San Luis,1796,2149,23,0.8357
2024,5,Ciudad de Buenos Aires - San Martín de los Andes,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Martín de los Andes,Neuquén,6262,8892,53,0.7042
2024,5,Ciudad de Buenos Aires - San Miguel de Tucumán,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Miguel de Tucumán,Tucumán,18827,21812,131,0.8631
2024,5,Ciudad de Buenos Aires - San Rafael,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Rafael,Mendoza,940,1248,13,0.7532
2024,5,Ciudad de Buenos Aires - San Salvador de Jujuy,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Salvador de Jujuy,Jujuy,14238,17465,116,0.8152
2024,5,Ciudad de Buenos Aires - Santa Cruz de la Sierra,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santa Cruz de la Sierra,,1739,2313,19,0.7518
2024,5,Ciudad de Buenos Aires - Santa Fe,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santa Fe,Santa Fe,2035,2496,26,0.8153
2024,5,Ciudad de Buenos Aires - Santa Rosa,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santa Rosa,La Pampa,1693,2245,24,0.7541
2024,5,Ciudad de Buenos Aires - Santiago,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santiago,,36759,44950,258,0.8178
2024,5,Ciudad de Buenos Aires - Santiago del Estero,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santiago del Estero,Santiago del Estero,9707,11753,79,0.8259
2024,5,Ciudad de Buenos Aires - São Paulo,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,São Paulo,,42117,50553,293,0.8331
2024,5,Ciudad de Buenos Aires - Trelew,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trelew,Chubut,7243,8254,52,0.8775
2024,5,Ciudad de Buenos Aires - Ushuaia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",10263,12283,73,0.8355
2024,5,Ciudad de Buenos Aires - Viedma,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Viedma,Río Negro,1166,1529,16,0.7626
2024,5,Cochabamba - Ezeiza,internacional,Cochabamba,,Ezeiza,Buenos Aires,144,168,1,0.8571
2024,5,Comodoro Rivadavia - Ciudad de Buenos Aires,cabotaje,Comodoro Rivadavia,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,15176,18096,149,0.8386
2024,5,Comodoro Rivadavia - Córdoba,cabotaje,Comodoro Rivadavia,Chubut,Córdoba,Córdoba,2017,2648,25,0.7617
2024,5,Comodoro Rivadavia - El Calafate,cabotaje,Comodoro Rivadavia,Chubut,El Calafate,Santa Cruz,8,55,3,0.1455
2024,5,Comodoro Rivadavia - Ezeiza,cabotaje,Comodoro Rivadavia,Chubut,Ezeiza,Buenos Aires,1230,1867,12,0.6588
2024,5,Comodoro Rivadavia - Neuquén,cabotaje,Comodoro Rivadavia,Chubut,Neuquén,Neuquén,1354,2400,26,0.5642
2024,5,Comodoro Rivadavia - Trelew,cabotaje,Comodoro Rivadavia,Chubut,Trelew,Chubut,180,720,8,0.25
2024,5,Concepcion - Ciudad de Buenos Aires,internacional,Concepcion,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,54,186,1,0.2903
2024,5,Concepcion - Ezeiza,internacional,Concepcion,,Ezeiza,Buenos Aires,379,914,5,0.4147
2024,5,Corrientes - Ciudad de Buenos Aires,cabotaje,Corrientes,Corrientes,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,8921,10427,69,0.8556
2024,5,Corrientes - Ezeiza,cabotaje,Corrientes,Corrientes,Ezeiza,Buenos Aires,480,662,4,0.7251
2024,5,Curitiba - Ciudad de Buenos Aires,internacional,Curitiba,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3055,3836,23,0.7964
2024,5,Córdoba - Asunción,internacional,Córdoba,Córdoba,Asunción,,398,700,14,0.5686
2024,5,Córdoba - Ciudad de Buenos Aires,cabotaje,Córdoba,Córdoba,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,45343,54149,352,0.8374
2024,5,Córdoba - Comodoro Rivadavia,cabotaje,Córdoba,Córdoba,Comodoro Rivadavia,Chubut,2158,2600,25,0.83
2024,5,Córdoba - Ezeiza,cabotaje,Córdoba,Córdoba,Ezeiza,Buenos Aires,8104,10760,82,0.7532
2024,5,Córdoba - Lima,internacional,Córdoba,Córdoba,Lima,,4337,5142,30,0.8434
2024,5,Córdoba - Madrid,internacional,Córdoba,Córdoba,Madrid,,4146,4219,13,0.9827
2024,5,Córdoba - Mendoza,cabotaje,Córdoba,Córdoba,Mendoza,Mendoza,4236,5760,49,0.7354
2024,5,Córdoba - Neuquén,cabotaje,Córdoba,Córdoba,Neuquén,Neuquén,5408,6562,44,0.8241
2024,5,Córdoba - Panamá,internacional,Córdoba,Córdoba,Panamá,,8912,9266,59,0.9618
2024,5,Córdoba - Posadas,cabotaje,Córdoba,Córdoba,Posadas,Misiones,536,768,8,0.6979
2024,5,Córdoba - Puerto Iguazú,cabotaje,Córdoba,Córdoba,Puerto Iguazú,Misiones,1824,2720,17,0.6706
2024,5,Córdoba - Resistencia,cabotaje,Córdoba,Córdoba,Resistencia,Chaco,577,768,8,0.7513
2024,5,Córdoba - Rosario,cabotaje,Córdoba,Córdoba,Rosario,Santa Fe,253,285,2,0.8877
2024,5,Córdoba - Río de Janeiro,internacional,Córdoba,Córdoba,Río de Janeiro,,1920,2382,13,0.806
2024,5,Córdoba - Salta,cabotaje,Córdoba,Córdoba,Salta,Salta,5189,6433,37,0.8066
2024,5,Córdoba - San Carlos de Bariloche,cabotaje,Córdoba,Córdoba,San Carlos de Bariloche,Río Negro,3858,4667,26,0.8267
2024,5,Córdoba - San Miguel de Tucumán,cabotaje,Córdoba,Córdoba,San Miguel de Tucumán,Tucumán,1578,2050,18,0.7698
2024,5,Córdoba - San Salvador de Jujuy,cabotaje,Córdoba,Córdoba,San Salvador de Jujuy,Jujuy,1325,1728,18,0.7668
2024,5,Córdoba - Santiago,internacional,Córdoba,Córdoba,Santiago,,4360,5340,26,0.8165
2024,5,Córdoba - São Paulo,internacional,Córdoba,Córdoba,São Paulo,,258,340,2,0.7588
2024,5,Córdoba - Trelew,cabotaje,Córdoba,Córdoba,Trelew,Chubut,38,48,1,0.7917
2024,5,Córdoba - Ushuaia,cabotaje,Córdoba,Córdoba,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1180,1530,9,0.7712
2024,5,El Calafate - Ciudad de Buenos Aires,cabotaje,El Calafate,Santa Cruz,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,12268,13200,79,0.9294
2024,5,El Calafate - Comodoro Rivadavia,cabotaje,El Calafate,Santa Cruz,Comodoro Rivadavia,Chubut,28,151,7,0.1854
2024,5,El Calafate - Ezeiza,cabotaje,El Calafate,Santa Cruz,Ezeiza,Buenos Aires,4110,4529,29,0.9075
2024,5,El Calafate - Río Gallegos,cabotaje,El Calafate,Santa Cruz,Río Gallegos,Santa Cruz,46,186,7,0.2473
2024,5,El Calafate - Ushuaia,cabotaje,El Calafate,Santa Cruz,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3063,3570,21,0.858
2024,5,Esquel - Ciudad de Buenos Aires,cabotaje,Esquel,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2158,2934,18,0.7355
2024,5,Ezeiza - Amsterdam,internacional,Ezeiza,Buenos Aires,Amsterdam,,7049,8232,28,0.8563
2024,5,Ezeiza - Asunción,internacional,Ezeiza,Buenos Aires,Asunción,,181,281,2,0.6441
2024,5,Ezeiza - Atlanta,internacional,Ezeiza,Buenos Aires,Atlanta,,5491,6607,27,0.8311
2024,5,Ezeiza - Bahía Blanca,cabotaje,Ezeiza,Buenos Aires,Bahía Blanca,Buenos Aires,169,218,2,0.7752
2024,5,Ezeiza - Barcelona,internacional,Ezeiza,Buenos Aires,Barcelona,,6606,6878,22,0.9605
2024,5,Ezeiza - Bogotá,internacional,Ezeiza,Buenos Aires,Bogotá,,14056,15727,76,0.8937
2024,5,Ezeiza - Cancún,internacional,Ezeiza,Buenos Aires,Cancún,,3713,3774,17,0.9838
2024,5,Ezeiza - Cartagena,internacional,Ezeiza,Buenos Aires,Cartagena,,139,185,1,0.7514
2024,5,Ezeiza - Comodoro Rivadavia,cabotaje,Ezeiza,Buenos Aires,Comodoro Rivadavia,Chubut,44,85,1,0.5176
2024,5,Ezeiza - Concepcion,internacional,Ezeiza,Buenos Aires,Concepcion,,523,1302,7,0.4017
2024,5,Ezeiza - Corrientes,cabotaje,Ezeiza,Buenos Aires,Corrientes,Corrientes,244,378,2,0.6455
2024,5,Ezeiza - Córdoba,cabotaje,Ezeiza,Buenos Aires,Córdoba,Córdoba,5784,8237,65,0.7022
2024,5,Ezeiza - El Calafate,cabotaje,Ezeiza,Buenos Aires,El Calafate,Santa Cruz,6064,7457,45,0.8132
2024,5,Ezeiza - Florianópolis,internacional,Ezeiza,Buenos Aires,Florianópolis,,2139,3906,21,0.5476
2024,5,Ezeiza - Formosa,cabotaje,Ezeiza,Buenos Aires,Formosa,Formosa,286,393,3,0.7277
2024,5,Ezeiza - Fortaleza,internacional,Ezeiza,Buenos Aires,Fortaleza,,1219,1460,8,0.8349
2024,5,Ezeiza - Frankfurt Am Main,internacional,Ezeiza,Buenos Aires,Frankfurt Am Main,,10192,10970,30,0.9291
2024,5,Ezeiza - Houston,internacional,Ezeiza,Buenos Aires,Houston,,8050,8847,33,0.9099
2024,5,Ezeiza - Lima,internacional,Ezeiza,Buenos Aires,Lima,,18739,22664,130,0.8268
2024,5,Ezeiza - Maceió,internacional,Ezeiza,Buenos Aires,Maceió,,392,558,3,0.7025
2024,5,Ezeiza - Madrid,internacional,Ezeiza,Buenos Aires,Madrid,,48674,49510,154,0.9831
2024,5,Ezeiza - Mendoza,cabotaje,Ezeiza,Buenos Aires,Mendoza,Mendoza,8824,11890,93,0.7421
2024,5,Ezeiza - Miami,internacional,Ezeiza,Buenos Aires,Miami,,19338,20879,78,0.9262
2024,5,Ezeiza - Montevideo,internacional,Ezeiza,Buenos Aires,Montevideo,,646,1139,5,0.5672
2024,5,Ezeiza - México Df,internacional,Ezeiza,Buenos Aires,México Df,,11226,12175,45,0.9221
2024,5,Ezeiza - Natal,internacional,Ezeiza,Buenos Aires,Natal,,589,680,4,0.8662
2024,5,Ezeiza - Neuquén,cabotaje,Ezeiza,Buenos Aires,Neuquén,Neuquén,4325,6047,37,0.7152
2024,5,Ezeiza - Nueva York,internacional,Ezeiza,Buenos Aires,Nueva York,,15693,19176,71,0.8184
2024,5,Ezeiza - Panamá,internacional,Ezeiza,Buenos Aires,Panamá,,15908,17032,103,0.934
2024,5,Ezeiza - París,internacional,Ezeiza,Buenos Aires,París,,7260,7542,27,0.9626
2024,5,Ezeiza - Porto Seguro,internacional,Ezeiza,Buenos Aires,Porto Seguro,,400,558,3,0.7168
2024,5,Ezeiza - Posadas,cabotaje,Ezeiza,Buenos Aires,Posadas,Misiones,1322,1842,13,0.7177
2024,5,Ezeiza - Puerto Iguazú,cabotaje,Ezeiza,Buenos Aires,Puerto Iguazú,Misiones,16987,19872,117,0.8548
2024,5,Ezeiza - Puerto Madryn,cabotaje,Ezeiza,Buenos Aires,Puerto Madryn,Chubut,349,567,3,0.6155
2024,5,Ezeiza - Punta Cana,internacional,Ezeiza,Buenos Aires,Punta Cana,,3615,3646,16,0.9915
2024,5,Ezeiza - Quito,internacional,Ezeiza,Buenos Aires,Quito,,2367,2736,16,0.8651
2024,5,Ezeiza - Resistencia,cabotaje,Ezeiza,Buenos Aires,Resistencia,Chaco,722,959,10,0.7529
2024,5,Ezeiza - Roma,internacional,Ezeiza,Buenos Aires,Roma,,15013,15317,50,0.9802
2024,5,Ezeiza - Río Grande,cabotaje,Ezeiza,Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",128,154,2,0.8312
2024,5,Ezeiza - Río de Janeiro,internacional,Ezeiza,Buenos Aires,Río de Janeiro,,24808,36873,176,0.6728
2024,5,Ezeiza - Salta,cabotaje,Ezeiza,Buenos Aires,Salta,Salta,10117,12146,70,0.8329
2024,5,Ezeiza - San Carlos de Bariloche,cabotaje,Ezeiza,Buenos Aires,San Carlos de Bariloche,Río Negro,17798,21336,121,0.8342
2024,5,Ezeiza - San Juan,cabotaje,Ezeiza,Buenos Aires,San Juan,San Juan,1142,1445,9,0.7903
2024,5,Ezeiza - San Miguel de Tucumán,cabotaje,Ezeiza,Buenos Aires,San Miguel de Tucumán,Tucumán,8016,10567,70,0.7586
2024,5,Ezeiza - San Salvador de Jujuy,cabotaje,Ezeiza,Buenos Aires,San Salvador de Jujuy,Jujuy,4993,5915,39,0.8441
2024,5,Ezeiza - Santa Cruz de la Sierra,internacional,Ezeiza,Buenos Aires,Santa Cruz de la Sierra,,7159,8627,46,0.8298
2024,5,Ezeiza - Santiago,internacional,Ezeiza,Buenos Aires,Santiago,,21732,31294,146,0.6944
2024,5,Ezeiza - Santiago del Estero,cabotaje,Ezeiza,Buenos Aires,Santiago del Estero,Santiago del Estero,364,626,5,0.5815
2024,5,Ezeiza - Santo Domingo,internacional,Ezeiza,Buenos Aires,Santo Domingo,,1952,2807,15,0.6954
2024,5,Ezeiza - São Paulo,internacional,Ezeiza,Buenos Aires,São Paulo,,22586,38291,140,0.5899
2024,5,Ezeiza - Trelew,cabotaje,Ezeiza,Buenos Aires,Trelew,Chubut,1248,1668,11,0.7482
2024,5,Ezeiza - Ushuaia,cabotaje,Ezeiza,Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",8736,11369,66,0.7684
2024,5,Florianópolis - Ciudad de Buenos Aires,internacional,Florianópolis,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,5537,7410,40,0.7472
2024,5,Florianópolis - Ezeiza,internacional,Florianópolis,,Ezeiza,Buenos Aires,2489,3726,20,0.668
2024,5,Formosa - Ciudad de Buenos Aires,cabotaje,Formosa,Formosa,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3163,3650,35,0.8666
2024,5,Fortaleza - Ezeiza,internacional,Fortaleza,,Ezeiza,Buenos Aires,1074,1488,8,0.7218
2024,5,Frankfurt Am Main - Ezeiza,internacional,Frankfurt Am Main,,Ezeiza,Buenos Aires,7364,10606,29,0.6943
2024,5,Guayaquil - Ezeiza,internacional,Guayaquil,,Ezeiza,Buenos Aires,262,288,2,0.9097
2024,5,Houston - Ezeiza,internacional,Houston,,Ezeiza,Buenos Aires,6750,7784,29,0.8672
2024,5,João Pessoa - Ezeiza,internacional,João Pessoa,,Ezeiza,Buenos Aires,377,558,3,0.6756
2024,5,La Rioja - Ciudad de Buenos Aires,cabotaje,La Rioja,La Rioja,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2318,3150,32,0.7359
2024,5,La Rioja - Ezeiza,cabotaje,La Rioja,La Rioja,Ezeiza,Buenos Aires,141,233,2,0.6052
2024,5,La Rioja - San Fernando del Valle de Catamarca,cabotaje,La Rioja,La Rioja,San Fernando del Valle de Catamarca,Catamarca,352,816,9,0.4314
2024,5,Lima - Ciudad de Buenos Aires,internacional,Lima,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,8358,11028,64,0.7579
2024,5,Lima - Córdoba,internacional,Lima,,Córdoba,Córdoba,4163,4794,28,0.8684
2024,5,Lima - Ezeiza,internacional,Lima,,Ezeiza,Buenos Aires,15943,20409,115,0.7812
2024,5,Lima - Mendoza,internacional,Lima,,Mendoza,Mendoza,2357,3468,21,0.6796
2024,5,Lima - Salta,internacional,Lima,,Salta,Salta,1575,2334,16,0.6748
2024,5,Madrid - Córdoba,internacional,Madrid,,Córdoba,Córdoba,3491,4219,13,0.8274
2024,5,Madrid - Ezeiza,internacional,Madrid,,Ezeiza,Buenos Aires,39670,47666,149,0.8322
2024,5,Mar del Plata - Bahía Blanca,cabotaje,Mar del Plata,Buenos Aires,Bahía Blanca,Buenos Aires,313,1031,12,0.3036
2024,5,Mar del Plata - Ciudad de Buenos Aires,cabotaje,Mar del Plata,Buenos Aires,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7402,8686,72,0.8522
2024,5,Mar del Plata - Ezeiza,cabotaje,Mar del Plata,Buenos Aires,Ezeiza,Buenos Aires,74,170,1,0.4353
2024,5,Mendoza - Ciudad de Buenos Aires,cabotaje,Mendoza,Mendoza,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,41606,48101,317,0.865
2024,5,Mendoza - Córdoba,cabotaje,Mendoza,Mendoza,Córdoba,Córdoba,4051,5616,48,0.7213
2024,5,Mendoza - Ezeiza,cabotaje,Mendoza,Mendoza,Ezeiza,Buenos Aires,11003,13663,107,0.8053
2024,5,Mendoza - Lima,internacional,Mendoza,Mendoza,Lima,,2538,3468,21,0.7318
2024,5,Mendoza - Neuquén,cabotaje,Mendoza,Mendoza,Neuquén,Neuquén,1629,2400,26,0.6788
2024,5,Mendoza - Panamá,internacional,Mendoza,Mendoza,Panamá,,3407,3418,22,0.9968
2024,5,Mendoza - Rosario,cabotaje,Mendoza,Mendoza,Rosario,Santa Fe,859,1152,12,0.7457
2024,5,Mendoza - Salta,cabotaje,Mendoza,Mendoza,Salta,Salta,2132,2964,22,0.7193
2024,5,Mendoza - San Carlos de Bariloche,cabotaje,Mendoza,Mendoza,San Carlos de Bariloche,Río Negro,1044,1360,8,0.7676
2024,5,Mendoza - Santiago,internacional,Mendoza,Mendoza,Santiago,,12685,15278,84,0.8303
2024,5,Mendoza - São Paulo,internacional,Mendoza,Mendoza,São Paulo,,6519,7605,43,0.8572
2024,5,Merlo - Ciudad de Buenos Aires,cabotaje,Merlo,San Luis,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,177,288,6,0.6146
2024,5,Miami - Ezeiza,internacional,Miami,,Ezeiza,Buenos Aires,20063,21330,80,0.9406
2024,5,Montevideo - Ciudad de Buenos Aires,internacional,Montevideo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,8163,10283,86,0.7938
2024,5,Montevideo - Ezeiza,internacional,Montevideo,,Ezeiza,Buenos Aires,75,128,1,0.5859
2024,5,Montevideo - Rosario,internacional,Montevideo,,Rosario,Santa Fe,73,96,1,0.7604
2024,5,México Df - Ezeiza,internacional,México Df,,Ezeiza,Buenos Aires,8925,10531,39,0.8475
2024,5,Natal - Ezeiza,internacional,Natal,,Ezeiza,Buenos Aires,315,372,2,0.8468
2024,5,Neuquén - Ciudad de Buenos Aires,cabotaje,Neuquén,Neuquén,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,28136,32781,202,0.8583
2024,5,Neuquén - Comodoro Rivadavia,cabotaje,Neuquén,Neuquén,Comodoro Rivadavia,Chubut,1544,2496,26,0.6186
2024,5,Neuquén - Córdoba,cabotaje,Neuquén,Neuquén,Córdoba,Córdoba,5741,6833,44,0.8402
2024,5,Neuquén - Ezeiza,cabotaje,Neuquén,Neuquén,Ezeiza,Buenos Aires,4997,6820,43,0.7327
2024,5,Neuquén - Mendoza,cabotaje,Neuquén,Neuquén,Mendoza,Mendoza,1627,2352,25,0.6918
2024,5,Neuquén - Rosario,cabotaje,Neuquén,Neuquén,Rosario,Santa Fe,533,768,8,0.694
2024,5,Neuquén - Salta,cabotaje,Neuquén,Neuquén,Salta,Salta,1864,2232,12,0.8351
2024,5,Nueva York - Ezeiza,internacional,Nueva York,,Ezeiza,Buenos Aires,12137,17078,63,0.7107
2024,5,Panamá - Córdoba,internacional,Panamá,,Córdoba,Córdoba,8859,9574,61,0.9253
2024,5,Panamá - Ezeiza,internacional,Panamá,,Ezeiza,Buenos Aires,15554,17742,107,0.8767
2024,5,Panamá - Mendoza,internacional,Panamá,,Mendoza,Mendoza,3049,3258,21,0.9359
2024,5,Panamá - Rosario,internacional,Panamá,,Rosario,Santa Fe,4510,4682,30,0.9633
2024,5,Paraná - Ciudad de Buenos Aires,cabotaje,Paraná,Entre Ríos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1067,1440,15,0.741
2024,5,Parnamirim - Ezeiza,internacional,Parnamirim,,Ezeiza,Buenos Aires,269,372,2,0.7231
2024,5,París - Ezeiza,internacional,París,,Ezeiza,Buenos Aires,6342,8094,29,0.7835
2024,5,Porto Alegre - Ciudad de Buenos Aires,internacional,Porto Alegre,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,341,477,3,0.7149
2024,5,Porto Seguro - Ezeiza,internacional,Porto Seguro,,Ezeiza,Buenos Aires,373,530,3,0.7038
2024,5,Posadas - Ciudad de Buenos Aires,cabotaje,Posadas,Misiones,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,11064,13204,89,0.8379
2024,5,Posadas - Córdoba,cabotaje,Posadas,Misiones,Córdoba,Córdoba,530,768,8,0.6901
2024,5,Posadas - Ezeiza,cabotaje,Posadas,Misiones,Ezeiza,Buenos Aires,2128,2786,18,0.7638
2024,5,Puerto Argentino - Río Gallegos,cabotaje,Puerto Argentino,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Gallegos,Santa Cruz,5,174,1,0.0287
2024,5,Puerto Iguazú - Ciudad de Buenos Aires,cabotaje,Puerto Iguazú,Misiones,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,33401,38616,244,0.865
2024,5,Puerto Iguazú - Córdoba,cabotaje,Puerto Iguazú,Misiones,Córdoba,Córdoba,1951,2985,18,0.6536
2024,5,Puerto Iguazú - Ezeiza,cabotaje,Puerto Iguazú,Misiones,Ezeiza,Buenos Aires,13610,16247,111,0.8377
2024,5,Puerto Iguazú - Rosario,cabotaje,Puerto Iguazú,Misiones,Rosario,Santa Fe,850,1132,12,0.7509
2024,5,Puerto Iguazú - Salta,cabotaje,Puerto Iguazú,Misiones,Salta,Salta,1065,1248,13,0.8534
2024,5,Puerto Madryn - Ciudad de Buenos Aires,cabotaje,Puerto Madryn,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1899,2249,15,0.8444
2024,5,Punta Cana - Ezeiza,internacional,Punta Cana,,Ezeiza,Buenos Aires,3588,3646,16,0.9841
2024,5,Punta del Este - Ciudad de Buenos Aires,internacional,Punta del Este,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1206,1536,16,0.7852
2024,5,Quito - Ezeiza,internacional,Quito,,Ezeiza,Buenos Aires,1924,2411,14,0.798
2024,5,Recife - Ciudad de Buenos Aires,internacional,Recife,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,742,930,5,0.7978
2024,5,Resistencia - Ciudad de Buenos Aires,cabotaje,Resistencia,Chaco,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,5046,5819,59,0.8672
2024,5,Resistencia - Córdoba,cabotaje,Resistencia,Chaco,Córdoba,Córdoba,523,768,8,0.681
2024,5,Resistencia - Ezeiza,cabotaje,Resistencia,Chaco,Ezeiza,Buenos Aires,795,1001,12,0.7942
2024,5,Rio Hondo - Ciudad de Buenos Aires,cabotaje,Rio Hondo,Santiago del Estero,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,232,410,4,0.5659
2024,5,Roma - Ezeiza,internacional,Roma,,Ezeiza,Buenos Aires,11875,15044,49,0.7894
