anio,mes,ruta,clasificacion_vuelo,origen_localidad,origen_provincia,destino_localidad,destino_provincia,pasajeros,asientos,vuelos,factor_ocupacion
2019,8,Río Gallegos - Ushuaia,cabotaje,Río Gallegos,Santa Cruz,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",194,248,3,0.7823
2019,8,Río Grande - Ciudad de Buenos Aires,cabotaje,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,5087,6239,42,0.8154
2019,8,Río Grande - Ezeiza,cabotaje,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ezeiza,Buenos Aires,472,510,4,0.9255
2019,8,Río Grande - Ushuaia,cabotaje,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",207,374,7,0.5535
2019,8,Río de Janeiro - Córdoba,internacional,Río de Janeiro,,Córdoba,Córdoba,3450,4530,25,0.7616
2019,8,Río de Janeiro - Ezeiza,internacional,Río de Janeiro,,Ezeiza,Buenos Aires,32038,37345,199,0.8579
2019,8,Río de Janeiro - Rosario,internacional,Río de Janeiro,,Rosario,Santa Fe,3271,3978,22,0.8223
2019,8,Salta - Ciudad de Buenos Aires,cabotaje,Salta,Salta,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,36974,43242,272,0.855
2019,8,Salta - Córdoba,cabotaje,Salta,Salta,Córdoba,Córdoba,7918,9718,60,0.8148
2019,8,Salta - El Palomar,cabotaje,Salta,Salta,El Palomar,Buenos Aires,9066,10230,63,0.8862
2019,8,Salta - Ezeiza,cabotaje,Salta,Salta,Ezeiza,Buenos Aires,6483,7629,55,0.8498
2019,8,Salta - Lima,internacional,Salta,Salta,Lima,,1076,1902,13,0.5657
2019,8,Salta - Mendoza,cabotaje,Salta,Salta,Mendoza,Mendoza,2098,2688,21,0.7805
2019,8,Salta - Neuquén,cabotaje,Salta,Salta,Neuquén,Neuquén,1911,2511,21,0.7611
2019,8,Salta - Panamá,internacional,Salta,Salta,Panamá,,852,1260,9,0.6762
2019,8,Salta - Puerto Iguazú,cabotaje,Salta,Salta,Puerto Iguazú,Misiones,2306,2922,25,0.7892
2019,8,Salta - Rosario,cabotaje,Salta,Salta,Rosario,Santa Fe,2921,3990,28,0.7321
2019,8,Salta - San Carlos de Bariloche,cabotaje,Salta,Salta,San Carlos de Bariloche,Río Negro,367,372,2,0.9866
2019,8,Salta - San Salvador de Jujuy,cabotaje,Salta,Salta,San Salvador de Jujuy,Jujuy,128,331,3,0.3867
2019,8,Salta - Santa Cruz de la Sierra,internacional,Salta,Salta,Santa Cruz de la Sierra,,278,402,4,0.6915
2019,8,Salvador - Córdoba,internacional,Salvador,,Córdoba,Córdoba,736,850,5,0.8659
2019,8,Salvador - Ezeiza,internacional,Salvador,,Ezeiza,Buenos Aires,5386,6014,35,0.8956
2019,8,San Carlos de Bariloche - Ciudad de Buenos Aires,cabotaje,San Carlos de Bariloche,Río Negro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,76236,82539,495,0.9236
2019,8,San Carlos de Bariloche - Córdoba,cabotaje,San Carlos de Bariloche,Río Negro,Córdoba,Córdoba,7804,10110,68,0.7719
2019,8,San Carlos de Bariloche - El Palomar,cabotaje,San Carlos de Bariloche,Río Negro,El Palomar,Buenos Aires,18638,20114,117,0.9266
2019,8,San Carlos de Bariloche - Ezeiza,cabotaje,San Carlos de Bariloche,Río Negro,Ezeiza,Buenos Aires,15013,15988,101,0.939
2019,8,San Carlos de Bariloche - Mendoza,cabotaje,San Carlos de Bariloche,Río Negro,Mendoza,Mendoza,1105,1674,9,0.6601
2019,8,San Carlos de Bariloche - Rosario,cabotaje,San Carlos de Bariloche,Río Negro,Rosario,Santa Fe,2384,2880,31,0.8278
2019,8,San Carlos de Bariloche - Salta,cabotaje,San Carlos de Bariloche,Río Negro,Salta,Salta,274,279,3,0.9821
2019,8,San Carlos de Bariloche - San Miguel de Tucumán,cabotaje,San Carlos de Bariloche,Río Negro,San Miguel de Tucumán,Tucumán,1125,1392,9,0.8082
2019,8,San Carlos de Bariloche - São Paulo,internacional,San Carlos de Bariloche,Río Negro,São Paulo,,3028,3303,19,0.9167
2019,8,San Fernando del Valle de Catamarca - Ciudad de Buenos Aires,cabotaje,San Fernando del Valle de Catamarca,Catamarca,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2708,3093,36,0.8755
2019,8,San Juan - Ciudad de Buenos Aires,cabotaje,San Juan,San Juan,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,8583,9310,80,0.9219
2019,8,San Luis - Ciudad de Buenos Aires,cabotaje,San Luis,San Luis,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3107,3504,37,0.8867
2019,8,San Martín de los Andes - Ciudad de Buenos Aires,cabotaje,San Martín de los Andes,Neuquén,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,12113,13942,83,0.8688
2019,8,San Miguel de Tucumán - Ciudad de Buenos Aires,cabotaje,San Miguel de Tucumán,Tucumán,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,28889,33147,230,0.8715
2019,8,San Miguel de Tucumán - Córdoba,cabotaje,San Miguel de Tucumán,Tucumán,Córdoba,Córdoba,3728,5985,42,0.6229
2019,8,San Miguel de Tucumán - El Palomar,cabotaje,San Miguel de Tucumán,Tucumán,El Palomar,Buenos Aires,5047,6014,37,0.8392
2019,8,San Miguel de Tucumán - Ezeiza,cabotaje,San Miguel de Tucumán,Tucumán,Ezeiza,Buenos Aires,3433,4114,32,0.8345
2019,8,San Miguel de Tucumán - Lima,internacional,San Miguel de Tucumán,Tucumán,Lima,,1700,2766,18,0.6146
2019,8,San Miguel de Tucumán - Mendoza,cabotaje,San Miguel de Tucumán,Tucumán,Mendoza,Mendoza,1112,1674,9,0.6643
2019,8,San Miguel de Tucumán - Punta Cana,internacional,San Miguel de Tucumán,Tucumán,Punta Cana,,257,340,2,0.7559
2019,8,San Miguel de Tucumán - Rosario,cabotaje,San Miguel de Tucumán,Tucumán,Rosario,Santa Fe,185,378,2,0.4894
2019,8,San Miguel de Tucumán - San Carlos de Bariloche,cabotaje,San Miguel de Tucumán,Tucumán,San Carlos de Bariloche,Río Negro,1005,1305,9,0.7701
2019,8,San Rafael - Ciudad de Buenos Aires,cabotaje,San Rafael,Mendoza,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3069,3456,37,0.888
2019,8,San Rafael - Mendoza,cabotaje,San Rafael,Mendoza,Mendoza,Mendoza,80,96,1,0.8333
2019,8,San Salvador de Jujuy - Ciudad de Buenos Aires,cabotaje,San Salvador de Jujuy,Jujuy,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,9895,11316,114,0.8744
2019,8,San Salvador de Jujuy - Córdoba,cabotaje,San Salvador de Jujuy,Jujuy,Córdoba,Córdoba,2383,2928,31,0.8139
2019,8,San Salvador de Jujuy - El Palomar,cabotaje,San Salvador de Jujuy,Jujuy,El Palomar,Buenos Aires,4941,5294,30,0.9333
2019,8,San Salvador de Jujuy - Salta,cabotaje,San Salvador de Jujuy,Jujuy,Salta,Salta,97,166,2,0.5843
2019,8,Santa Cruz de la Sierra - Ezeiza,internacional,Santa Cruz de la Sierra,,Ezeiza,Buenos Aires,9608,10970,63,0.8758
2019,8,Santa Cruz de la Sierra - Salta,internacional,Santa Cruz de la Sierra,,Salta,Salta,295,402,4,0.7338
2019,8,Santa Fe - Ciudad de Buenos Aires,cabotaje,Santa Fe,Santa Fe,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3553,4558,59,0.7795
2019,8,Santa Fe - Reconquista,cabotaje,Santa Fe,Santa Fe,Reconquista,Santa Fe,21,200,8,0.105
2019,8,Santa Rosa - Ciudad de Buenos Aires,cabotaje,Santa Rosa,La Pampa,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2267,2592,27,0.8746
2019,8,Santiago - Córdoba,internacional,Santiago,,Córdoba,Córdoba,6778,8190,48,0.8276
2019,8,Santiago - El Palomar,internacional,Santiago,,El Palomar,Buenos Aires,7439,9486,51,0.7842
2019,8,Santiago - Ezeiza,internacional,Santiago,,Ezeiza,Buenos Aires,67851,86985,460,0.78
2019,8,Santiago - Mendoza,internacional,Santiago,,Mendoza,Mendoza,11390,14024,83,0.8122
2019,8,Santiago - Neuquén,internacional,Santiago,,Neuquén,Neuquén,1797,2262,13,0.7944
2019,8,Santiago - Rosario,internacional,Santiago,,Rosario,Santa Fe,799,1014,6,0.788
2019,8,Santiago de Cuba - Ezeiza,internacional,Santiago de Cuba,,Ezeiza,Buenos Aires,253,262,1,0.9656
2019,8,Santiago del Estero - Ciudad de Buenos Aires,cabotaje,Santiago del Estero,Santiago del Estero,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,4327,4997,45,0.8659
2019,8,Santiago del Estero - El Palomar,cabotaje,Santiago del Estero,Santiago del Estero,El Palomar,Buenos Aires,2072,2457,13,0.8433
2019,8,Sunchales - Ciudad de Buenos Aires,cabotaje,Sunchales,Santa Fe,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,26,50,2,0.52
2019,8,São Paulo - Córdoba,internacional,São Paulo,,Córdoba,Córdoba,2336,3495,20,0.6684
2019,8,São Paulo - Ezeiza,internacional,São Paulo,,Ezeiza,Buenos Aires,87672,102667,533,0.8539
2019,8,São Paulo - Mendoza,internacional,São Paulo,,Mendoza,Mendoza,3497,4593,26,0.7614
2019,8,São Paulo - San Carlos de Bariloche,internacional,São Paulo,,San Carlos de Bariloche,Río Negro,2890,3129,18,0.9236
2019,8,Trelew - Bahía Blanca,cabotaje,Trelew,Chubut,Bahía Blanca,Buenos Aires,325,720,8,0.4514
2019,8,Trelew - Ciudad de Buenos Aires,cabotaje,Trelew,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,11947,13478,97,0.8864
2019,8,Trelew - Comodoro Rivadavia,cabotaje,Trelew,Chubut,Comodoro Rivadavia,Chubut,277,672,7,0.4122
2019,8,Trelew - El Palomar,cabotaje,Trelew,Chubut,El Palomar,Buenos Aires,1957,2457,13,0.7965
2019,8,Ushuaia - Bahía Blanca,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Bahía Blanca,Buenos Aires,1224,1728,18,0.7083
2019,8,Ushuaia - Ciudad de Buenos Aires,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,25791,29418,194,0.8767
2019,8,Ushuaia - Córdoba,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,Córdoba,2076,2448,26,0.848
2019,8,Ushuaia - El Calafate,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",El Calafate,Santa Cruz,1981,2210,14,0.8964
2019,8,Ushuaia - Ezeiza,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ezeiza,Buenos Aires,2984,3578,22,0.834
2019,8,Ushuaia - Río Gallegos,cabotaje,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Gallegos,Santa Cruz,110,279,9,0.3943
2019,8,Viedma - Ciudad de Buenos Aires,cabotaje,Viedma,Río Negro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1756,2064,22,0.8508
2019,8,Zurich - Ezeiza,internacional,Zurich,,Ezeiza,Buenos Aires,2552,2826,9,0.903
2019,9,Amsterdam - Ezeiza,internacional,Amsterdam,,Ezeiza,Buenos Aires,7160,8008,27,0.8941
2019,9,Asunción - Córdoba,internacional,Asunción,,Córdoba,Córdoba,2338,4784,16,0.4887
2019,9,Asunción - El Palomar,internacional,Asunción,,El Palomar,Buenos Aires,2370,3402,18,0.6966
2019,9,Asunción - Ezeiza,internacional,Asunción,,Ezeiza,Buenos Aires,11402,16639,141,0.6853
2019,9,Asunción - Puerto Iguazú,internacional,Asunción,,Puerto Iguazú,Misiones,289,2481,8,0.1165
2019,9,Atlanta - Ezeiza,internacional,Atlanta,,Ezeiza,Buenos Aires,5645,7032,24,0.8028
2019,9,Auckland - Ezeiza,internacional,Auckland,,Ezeiza,Buenos Aires,3136,3728,12,0.8412
2019,9,Bahía Blanca - Ciudad de Buenos Aires,cabotaje,Bahía Blanca,Buenos Aires,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,10658,12131,100,0.8786
2019,9,Bahía Blanca - Ezeiza,cabotaje,Bahía Blanca,Buenos Aires,Ezeiza,Buenos Aires,23,48,1,0.4792
2019,9,Bahía Blanca - Mar del Plata,cabotaje,Bahía Blanca,Buenos Aires,Mar del Plata,Buenos Aires,928,1872,20,0.4957
2019,9,Bahía Blanca - Trelew,cabotaje,Bahía Blanca,Buenos Aires,Trelew,Chubut,363,864,9,0.4201
2019,9,Bahía Blanca - Ushuaia,cabotaje,Bahía Blanca,Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",754,1152,12,0.6545
2019,9,Barcelona - Ezeiza,internacional,Barcelona,,Ezeiza,Buenos Aires,7848,8792,28,0.8926
2019,9,Belo Horizonte - Ezeiza,internacional,Belo Horizonte,,Ezeiza,Buenos Aires,1642,1740,10,0.9437
2019,9,Belo Horizonte - Rosario,internacional,Belo Horizonte,,Rosario,Santa Fe,68,186,1,0.3656
2019,9,Bogotá - Córdoba,internacional,Bogotá,,Córdoba,Córdoba,120,170,1,0.7059
2019,9,Bogotá - Ezeiza,internacional,Bogotá,,Ezeiza,Buenos Aires,12418,13893,89,0.8938
2019,9,Brasilia - Ezeiza,internacional,Brasilia,,Ezeiza,Buenos Aires,3933,5067,28,0.7762
2019,9,Cancún - Ezeiza,internacional,Cancún,,Ezeiza,Buenos Aires,4250,4887,18,0.8697
2019,9,Caracas - Ezeiza,internacional,Caracas,,Ezeiza,Buenos Aires,634,704,3,0.9006
2019,9,Cayo Coco - Ezeiza,internacional,Cayo Coco,,Ezeiza,Buenos Aires,129,262,1,0.4924
2019,9,Ciudad de Buenos Aires - Bahía Blanca,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bahía Blanca,Buenos Aires,10808,11911,96,0.9074
2019,9,Ciudad de Buenos Aires - Comodoro Rivadavia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comodoro Rivadavia,Chubut,17143,21358,175,0.8027
2019,9,Ciudad de Buenos Aires - Corrientes,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Corrientes,Corrientes,3430,4080,37,0.8407
2019,9,Ciudad de Buenos Aires - Córdoba,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Córdoba,Córdoba,51754,59477,378,0.8702
2019,9,Ciudad de Buenos Aires - El Calafate,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,El Calafate,Santa Cruz,12847,15014,91,0.8557
2019,9,Ciudad de Buenos Aires - Esquel,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Esquel,Chubut,2262,2688,28,0.8415
2019,9,Ciudad de Buenos Aires - Formosa,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Formosa,Formosa,4778,5439,51,0.8785
2019,9,Ciudad de Buenos Aires - La Rioja,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,La Rioja,La Rioja,2628,2928,31,0.8975
2019,9,Ciudad de Buenos Aires - Mar del Plata,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mar del Plata,Buenos Aires,8250,9193,96,0.8974
2019,9,Ciudad de Buenos Aires - Mendoza,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mendoza,Mendoza,45209,56316,357,0.8028
2019,9,Ciudad de Buenos Aires - Montevideo,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Montevideo,,9427,13511,138,0.6977
2019,9,Ciudad de Buenos Aires - Neuquén,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Neuquén,Neuquén,34045,41311,250,0.8241
2019,9,Ciudad de Buenos Aires - Paraná,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Paraná,Entre Ríos,2758,3328,34,0.8287
2019,9,Ciudad de Buenos Aires - Posadas,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Posadas,Misiones,9082,10238,85,0.8871
2019,9,Ciudad de Buenos Aires - Puerto Iguazú,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Iguazú,Misiones,45905,52744,326,0.8703
2019,9,Ciudad de Buenos Aires - Puerto Madryn,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Madryn,Chubut,3336,4456,28,0.7487
2019,9,Ciudad de Buenos Aires - Punta del Este,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Punta del Este,,1740,3060,29,0.5686
2019,9,Ciudad de Buenos Aires - Resistencia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Resistencia,Chaco,11611,13484,117,0.8611
2019,9,Ciudad de Buenos Aires - Rio Hondo,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rio Hondo,Santiago del Estero,617,768,9,0.8034
2019,9,Ciudad de Buenos Aires - Rosario,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rosario,Santa Fe,6368,7875,84,0.8086
2019,9,Ciudad de Buenos Aires - Río Cuarto,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Cuarto,Córdoba,1600,2112,22,0.7576
2019,9,Ciudad de Buenos Aires - Río Gallegos,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Gallegos,Santa Cruz,8696,10416,82,0.8349
2019,9,Ciudad de Buenos Aires - Río Grande,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5822,7077,71,0.8227
2019,9,Ciudad de Buenos Aires - Salta,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Salta,Salta,31545,37745,232,0.8357
2019,9,Ciudad de Buenos Aires - San Carlos de Bariloche,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Carlos de Bariloche,Río Negro,50878,60334,359,0.8433
2019,9,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Fernando del Valle de Catamarca,Catamarca,2383,2688,28,0.8865
2019,9,Ciudad de Buenos Aires - San Juan,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Juan,San Juan,8280,9084,76,0.9115
2019,9,Ciudad de Buenos Aires - San Luis,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Luis,San Luis,3251,3735,39,0.8704
2019,9,Ciudad de Buenos Aires - San Martín de los Andes,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Martín de los Andes,Neuquén,5814,7800,48,0.7454
2019,9,Ciudad de Buenos Aires - San Miguel de Tucumán,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Miguel de Tucumán,Tucumán,28203,31615,213,0.8921
2019,9,Ciudad de Buenos Aires - San Rafael,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Rafael,Mendoza,2168,2676,29,0.8102
2019,9,Ciudad de Buenos Aires - San Salvador de Jujuy,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Salvador de Jujuy,Jujuy,10333,13311,112,0.7763
2019,9,Ciudad de Buenos Aires - Santa Fe,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santa Fe,Santa Fe,3649,4834,61,0.7549
2019,9,Ciudad de Buenos Aires - Santa Rosa,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santa Rosa,La Pampa,2149,2352,25,0.9137
2019,9,Ciudad de Buenos Aires - Santiago del Estero,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santiago del Estero,Santiago del Estero,4817,5522,48,0.8723
2019,9,Ciudad de Buenos Aires - Sunchales,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sunchales,Santa Fe,60,100,4,0.6
2019,9,Ciudad de Buenos Aires - Trelew,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trelew,Chubut,14856,17280,114,0.8597
2019,9,Ciudad de Buenos Aires - Ushuaia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",23698,25817,172,0.9179
2019,9,Ciudad de Buenos Aires - Viedma,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Viedma,Río Negro,1674,1920,21,0.8719
2019,9,Comodoro Rivadavia - Ciudad de Buenos Aires,cabotaje,Comodoro Rivadavia,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,17360,21434,177,0.8099
2019,9,Comodoro Rivadavia - Córdoba,cabotaje,Comodoro Rivadavia,Chubut,Córdoba,Córdoba,2509,3344,25,0.7503
2019,9,Comodoro Rivadavia - Ezeiza,cabotaje,Comodoro Rivadavia,Chubut,Ezeiza,Buenos Aires,84,96,2,0.875
2019,9,Comodoro Rivadavia - Mendoza,cabotaje,Comodoro Rivadavia,Chubut,Mendoza,Mendoza,1363,2112,22,0.6454
2019,9,Comodoro Rivadavia - Neuquén,cabotaje,Comodoro Rivadavia,Chubut,Neuquén,Neuquén,1973,2688,28,0.734
2019,9,Comodoro Rivadavia - Puerto Madryn,cabotaje,Comodoro Rivadavia,Chubut,Puerto Madryn,Chubut,292,495,3,0.5899
2019,9,Comodoro Rivadavia - Río Gallegos,cabotaje,Comodoro Rivadavia,Chubut,Río Gallegos,Santa Cruz,119,260,8,0.4577
2019,9,Comodoro Rivadavia - Río Grande,cabotaje,Comodoro Rivadavia,Chubut,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",21,56,2,0.375
2019,9,Comodoro Rivadavia - Río Mayo,cabotaje,Comodoro Rivadavia,Chubut,Río Mayo,Chubut,13,43,7,0.3023
2019,9,Comodoro Rivadavia - Trelew,cabotaje,Comodoro Rivadavia,Chubut,Trelew,Chubut,294,864,9,0.3403
2019,9,Corrientes - Ciudad de Buenos Aires,cabotaje,Corrientes,Corrientes,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3559,4128,38,0.8622
2019,9,Corrientes - El Palomar,cabotaje,Corrientes,Corrientes,El Palomar,Buenos Aires,4247,4914,26,0.8643
2019,9,Curitiba - Ezeiza,internacional,Curitiba,,Ezeiza,Buenos Aires,2887,4287,29,0.6734
2019,9,Córdoba - Asunción,internacional,Córdoba,Córdoba,Asunción,,2073,4784,16,0.4333
2019,9,Córdoba - Ciudad de Buenos Aires,cabotaje,Córdoba,Córdoba,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,51423,59025,375,0.8712
2019,9,Córdoba - Comodoro Rivadavia,cabotaje,Córdoba,Córdoba,Comodoro Rivadavia,Chubut,2619,3540,26,0.7398
2019,9,Córdoba - El Calafate,cabotaje,Córdoba,Córdoba,El Calafate,Santa Cruz,837,960,10,0.8719
2019,9,Córdoba - El Palomar,cabotaje,Córdoba,Córdoba,El Palomar,Buenos Aires,7015,8811,49,0.7962
2019,9,Córdoba - Ezeiza,cabotaje,Córdoba,Córdoba,Ezeiza,Buenos Aires,9514,11157,90,0.8527
2019,9,Córdoba - Lima,internacional,Córdoba,Córdoba,Lima,,4210,5088,30,0.8274
2019,9,Córdoba - Mar del Plata,cabotaje,Córdoba,Córdoba,Mar del Plata,Buenos Aires,1258,1536,16,0.819
2019,9,Córdoba - Mendoza,cabotaje,Córdoba,Córdoba,Mendoza,Mendoza,5029,5808,61,0.8659
2019,9,Córdoba - Miami,internacional,Córdoba,Córdoba,Miami,,2364,3280,16,0.7207
2019,9,Córdoba - Neuquén,cabotaje,Córdoba,Córdoba,Neuquén,Neuquén,5995,7917,45,0.7572
2019,9,Córdoba - Panamá,internacional,Córdoba,Córdoba,Panamá,,4156,4620,30,0.8996
2019,9,Córdoba - Posadas,cabotaje,Córdoba,Córdoba,Posadas,Misiones,980,1248,13,0.7853
2019,9,Córdoba - Puerto Iguazú,cabotaje,Córdoba,Córdoba,Puerto Iguazú,Misiones,3509,4329,33,0.8106
2019,9,Córdoba - Punta Cana,internacional,Córdoba,Córdoba,Punta Cana,,134,170,1,0.7882
2019,9,Córdoba - Recife,internacional,Córdoba,Córdoba,Recife,,733,870,5,0.8425
2019,9,Córdoba - Resistencia,cabotaje,Córdoba,Córdoba,Resistencia,Chaco,1514,1728,19,0.8762
2019,9,Córdoba - Rosario,cabotaje,Córdoba,Córdoba,Rosario,Santa Fe,73,85,1,0.8588
2019,9,Córdoba - Río de Janeiro,internacional,Córdoba,Córdoba,Río de Janeiro,,3714,4647,26,0.7992
2019,9,Córdoba - Salta,cabotaje,Córdoba,Córdoba,Salta,Salta,7105,8598,50,0.8264
2019,9,Córdoba - Salvador,internacional,Córdoba,Córdoba,Salvador,,616,680,4,0.9059
2019,9,Córdoba - San Carlos de Bariloche,cabotaje,Córdoba,Córdoba,San Carlos de Bariloche,Río Negro,4865,6627,48,0.7341
2019,9,Córdoba - San Miguel de Tucumán,cabotaje,Córdoba,Córdoba,San Miguel de Tucumán,Tucumán,3205,4666,34,0.6869
2019,9,Córdoba - San Salvador de Jujuy,cabotaje,Córdoba,Córdoba,San Salvador de Jujuy,Jujuy,2307,2880,30,0.801
2019,9,Córdoba - Santiago,internacional,Córdoba,Córdoba,Santiago,,6363,8168,47,0.779
2019,9,Córdoba - São Paulo,internacional,Córdoba,Córdoba,São Paulo,,2319,2784,16,0.833
2019,9,Córdoba - Trelew,cabotaje,Córdoba,Córdoba,Trelew,Chubut,470,576,6,0.816
2019,9,Córdoba - Ushuaia,cabotaje,Córdoba,Córdoba,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2074,2400,25,0.8642
2019,9,Dallas - Ezeiza,internacional,Dallas,,Ezeiza,Buenos Aires,198,293,1,0.6758
2019,9,Dallas-Fort Worth - Ezeiza,internacional,Dallas-Fort Worth,,Ezeiza,Buenos Aires,6242,7143,30,0.8739
2019,9,El Calafate - Bahía Blanca,cabotaje,El Calafate,Santa Cruz,Bahía Blanca,Buenos Aires,60,85,1,0.7059
2019,9,El Calafate - Ciudad de Buenos Aires,cabotaje,El Calafate,Santa Cruz,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,12016,15014,92,0.8003
2019,9,El Calafate - Córdoba,cabotaje,El Calafate,Santa Cruz,Córdoba,Córdoba,701,912,10,0.7686
2019,9,El Calafate - Ezeiza,cabotaje,El Calafate,Santa Cruz,Ezeiza,Buenos Aires,1777,2550,20,0.6969
2019,9,El Calafate - Río Gallegos,cabotaje,El Calafate,Santa Cruz,Río Gallegos,Santa Cruz,149,170,1,0.8765
2019,9,El Calafate - San Carlos de Bariloche,cabotaje,El Calafate,Santa Cruz,San Carlos de Bariloche,Río Negro,1341,3910,23,0.343
