anio,mes,ruta,clasificacion_vuelo,aerolinea,origen_localidad,origen_provincia,destino_localidad,destino_provincia,pasajeros,asientos,vuelos,factor_ocupacion
2017,7,San Carlos de Bariloche - Ciudad de Buenos Aires,cabotaje,Andes Líneas Aéreas,San Carlos de Bariloche,Río Negro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3466,4621,35,0.7501
2017,7,San Carlos de Bariloche - Ciudad de Buenos Aires,cabotaje,LATAM,San Carlos de Bariloche,Río Negro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,25656,32509,201,0.7892
2017,7,San Carlos de Bariloche - Córdoba,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Córdoba,Córdoba,2725,3538,33,0.7702
2017,7,San Carlos de Bariloche - Ezeiza,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Ezeiza,Buenos Aires,4810,7460,46,0.6448
2017,7,San Carlos de Bariloche - Ezeiza,cabotaje,LATAM,San Carlos de Bariloche,Río Negro,Ezeiza,Buenos Aires,992,1517,12,0.6539
2017,7,San Carlos de Bariloche - Mar del Plata,cabotaje,Andes Líneas Aéreas,San Carlos de Bariloche,Río Negro,Mar del Plata,Buenos Aires,320,331,3,0.9668
2017,7,San Carlos de Bariloche - Neuquén,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Neuquén,Neuquén,162,255,2,0.6353
2017,7,San Carlos de Bariloche - Neuquén,cabotaje,LATAM,San Carlos de Bariloche,Río Negro,Neuquén,Neuquén,87,87,1,1.0
2017,7,San Carlos de Bariloche - Paraná,cabotaje,Andes Líneas Aéreas,San Carlos de Bariloche,Río Negro,Paraná,Entre Ríos,76,83,1,0.9157
2017,7,San Carlos de Bariloche - Resistencia,cabotaje,Andes Líneas Aéreas,San Carlos de Bariloche,Río Negro,Resistencia,Chaco,82,83,1,0.988
2017,7,San Carlos de Bariloche - Rio Hondo,cabotaje,Andes Líneas Aéreas,San Carlos de Bariloche,Río Negro,Rio Hondo,Santiago del Estero,316,330,2,0.9576
2017,7,San Carlos de Bariloche - Rosario,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Rosario,Santa Fe,1857,2592,27,0.7164
2017,7,San Carlos de Bariloche - Rosario,cabotaje,Andes Líneas Aéreas,San Carlos de Bariloche,Río Negro,Rosario,Santa Fe,889,993,9,0.8953
2017,7,San Carlos de Bariloche - San Salvador de Jujuy,cabotaje,Andes Líneas Aéreas,San Carlos de Bariloche,Río Negro,San Salvador de Jujuy,Jujuy,82,83,1,0.988
2017,7,San Carlos de Bariloche - São Paulo,internacional,Azul Linhas Aereas Brasileiras,San Carlos de Bariloche,Río Negro,São Paulo,,322,348,2,0.9253
2017,7,San Carlos de Bariloche - São Paulo,internacional,LATAM,San Carlos de Bariloche,Río Negro,São Paulo,,1138,1206,7,0.9436
2017,7,San Carlos de Bariloche - Trelew,cabotaje,LADE - Líneas Aéreas Del Estado,San Carlos de Bariloche,Río Negro,Trelew,Chubut,32,112,4,0.2857
2017,7,San Carlos de Bariloche - Viedma,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Viedma,Río Negro,510,960,12,0.5312
2017,7,San Fernando del Valle de Catamarca - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Fernando del Valle de Catamarca,Catamarca,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2937,4262,46,0.6891
2017,7,San Fernando del Valle de Catamarca - La Rioja,cabotaje,Aerolíneas Argentinas,San Fernando del Valle de Catamarca,Catamarca,La Rioja,La Rioja,576,1636,13,0.3521
2017,7,San Juan - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Juan,San Juan,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7695,10412,83,0.7391
2017,7,San Juan - Córdoba,cabotaje,Aerolíneas Argentinas,San Juan,San Juan,Córdoba,Córdoba,108,170,1,0.6353
2017,7,San Juan - Ezeiza,cabotaje,Aerolíneas Argentinas,San Juan,San Juan,Ezeiza,Buenos Aires,53,64,1,0.8281
2017,7,San Juan - Mendoza,cabotaje,LATAM,San Juan,San Juan,Mendoza,Mendoza,545,1429,10,0.3814
2017,7,San Luis - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Luis,San Luis,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,4133,5248,56,0.7875
2017,7,San Luis - San Carlos de Bariloche,cabotaje,Andes Líneas Aéreas,San Luis,San Luis,San Carlos de Bariloche,Río Negro,81,83,1,0.9759
2017,7,San Martín de los Andes - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Martín de los Andes,Neuquén,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,6230,8755,53,0.7116
2017,7,San Martín de los Andes - Ezeiza,cabotaje,Aerolíneas Argentinas,San Martín de los Andes,Neuquén,Ezeiza,Buenos Aires,100,170,1,0.5882
2017,7,San Rafael - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Rafael,Mendoza,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2817,3744,41,0.7524
2017,7,San Salvador de Jujuy - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Salvador de Jujuy,Jujuy,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,8434,10048,108,0.8394
2017,7,San Salvador de Jujuy - Ciudad de Buenos Aires,cabotaje,Andes Líneas Aéreas,San Salvador de Jujuy,Jujuy,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,529,664,8,0.7967
2017,7,San Salvador de Jujuy - Córdoba,cabotaje,Aerolíneas Argentinas,San Salvador de Jujuy,Jujuy,Córdoba,Córdoba,1736,2101,22,0.8263
2017,7,San Salvador de Jujuy - Salta,cabotaje,Andes Líneas Aéreas,San Salvador de Jujuy,Jujuy,Salta,Salta,175,415,5,0.4217
2017,7,San Salvador de Jujuy - San Carlos de Bariloche,cabotaje,Andes Líneas Aéreas,San Salvador de Jujuy,Jujuy,San Carlos de Bariloche,Río Negro,161,166,2,0.9699
2017,7,Santa Cruz de la Sierra - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,Santa Cruz de la Sierra,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,4506,6773,47,0.6653
2017,7,Santa Cruz de la Sierra - Ezeiza,internacional,Aerolíneas Argentinas,Santa Cruz de la Sierra,,Ezeiza,Buenos Aires,68,96,1,0.7083
2017,7,Santa Cruz de la Sierra - Ezeiza,internacional,Boliviana de Aviación,Santa Cruz de la Sierra,,Ezeiza,Buenos Aires,4315,5635,31,0.7657
2017,7,Santa Cruz de la Sierra - Salta,internacional,Boliviana de Aviación,Santa Cruz de la Sierra,,Salta,Salta,1176,1783,14,0.6596
2017,7,Santa Fe - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Santa Fe,Santa Fe,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,80,112,2,0.7143
2017,7,Santa Rosa - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Santa Rosa,La Pampa,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1765,2112,23,0.8357
2017,7,Santiago - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,Santiago,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,21754,26352,157,0.8255
2017,7,Santiago - Ciudad de Buenos Aires,internacional,LATAM,Santiago,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,18937,24548,133,0.7714
2017,7,Santiago - Córdoba,internacional,LATAM,Santiago,,Córdoba,Córdoba,10845,12114,58,0.8952
2017,7,Santiago - Córdoba,internacional,Sky Airline,Santiago,,Córdoba,Córdoba,3754,4680,30,0.8021
2017,7,Santiago - Ezeiza,internacional,Aerolíneas Argentinas,Santiago,,Ezeiza,Buenos Aires,4422,5270,31,0.8391
2017,7,Santiago - Ezeiza,internacional,Air Canada,Santiago,,Ezeiza,Buenos Aires,6476,8046,27,0.8049
2017,7,Santiago - Ezeiza,internacional,Gol Transportes Aéreos,Santiago,,Ezeiza,Buenos Aires,148,186,1,0.7957
2017,7,Santiago - Ezeiza,internacional,KLM,Santiago,,Ezeiza,Buenos Aires,5319,9061,22,0.587
2017,7,Santiago - Ezeiza,internacional,LATAM,Santiago,,Ezeiza,Buenos Aires,21304,27618,119,0.7714
2017,7,Santiago - Ezeiza,internacional,Sky Airline,Santiago,,Ezeiza,Buenos Aires,9738,12180,78,0.7995
2017,7,Santiago - Mendoza,internacional,LATAM,Santiago,,Mendoza,Mendoza,15152,18209,94,0.8321
2017,7,Santiago - Mendoza,internacional,Latin American Wings,Santiago,,Mendoza,Mendoza,1861,6076,45,0.3063
2017,7,Santiago - Mendoza,internacional,Sky Airline,Santiago,,Mendoza,Mendoza,3803,4692,30,0.8105
2017,7,Santiago - Rosario,internacional,LATAM,Santiago,,Rosario,Santa Fe,2047,2382,14,0.8594
2017,7,Santiago del Estero - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Santiago del Estero,Santiago del Estero,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,4631,5560,58,0.8329
2017,7,Santiago del Estero - Rio Hondo,cabotaje,Aerolíneas Argentinas,Santiago del Estero,Santiago del Estero,Rio Hondo,Santiago del Estero,38,85,1,0.4471
2017,7,Santiago del Estero - San Carlos de Bariloche,cabotaje,Andes Líneas Aéreas,Santiago del Estero,Santiago del Estero,San Carlos de Bariloche,Río Negro,79,83,1,0.9518
2017,7,Santo Domingo - Córdoba,internacional,Andes Líneas Aéreas,Santo Domingo,,Córdoba,Córdoba,91,189,1,0.4815
2017,7,São Paulo - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,São Paulo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,15968,20845,134,0.766
2017,7,São Paulo - Ciudad de Buenos Aires,internacional,Gol Transportes Aéreos,São Paulo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,13421,16476,92,0.8146
2017,7,São Paulo - Ciudad de Buenos Aires,internacional,LATAM,São Paulo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,25207,28332,147,0.8897
2017,7,São Paulo - Córdoba,internacional,LATAM,São Paulo,,Córdoba,Córdoba,5099,6600,30,0.7726
2017,7,São Paulo - Ezeiza,internacional,Aerolíneas Argentinas,São Paulo,,Ezeiza,Buenos Aires,2388,3318,23,0.7197
2017,7,São Paulo - Ezeiza,internacional,Emirates Airline,São Paulo,,Ezeiza,Buenos Aires,356,356,1,1.0
2017,7,São Paulo - Ezeiza,internacional,Gol Transportes Aéreos,São Paulo,,Ezeiza,Buenos Aires,7315,9729,54,0.7519
2017,7,São Paulo - Ezeiza,internacional,LATAM,São Paulo,,Ezeiza,Buenos Aires,10351,12824,60,0.8072
2017,7,São Paulo - Ezeiza,internacional,Qatar Airways,São Paulo,,Ezeiza,Buenos Aires,6692,8432,31,0.7936
2017,7,São Paulo - Ezeiza,internacional,Turkish Airlines,São Paulo,,Ezeiza,Buenos Aires,8242,10819,31,0.7618
2017,7,São Paulo - Mendoza,internacional,Gol Transportes Aéreos,São Paulo,,Mendoza,Mendoza,1358,1638,9,0.8291
2017,7,São Paulo - Neuquén,internacional,LATAM,São Paulo,,Neuquén,Neuquén,181,348,2,0.5201
2017,7,São Paulo - Rosario,internacional,Gol Transportes Aéreos,São Paulo,,Rosario,Santa Fe,82,177,1,0.4633
2017,7,São Paulo - Rosario,internacional,LATAM,São Paulo,,Rosario,Santa Fe,4525,5856,29,0.7727
2017,7,São Paulo - San Carlos de Bariloche,internacional,Azul Linhas Aereas Brasileiras,São Paulo,,San Carlos de Bariloche,Río Negro,498,522,3,0.954
2017,7,São Paulo - San Carlos de Bariloche,internacional,LATAM,São Paulo,,San Carlos de Bariloche,Río Negro,941,1026,6,0.9172
2017,7,Trelew - Bahía Blanca,cabotaje,Aerolíneas Argentinas,Trelew,Chubut,Bahía Blanca,Buenos Aires,819,1861,20,0.4401
2017,7,Trelew - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Trelew,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,10282,12226,81,0.841
2017,7,Trelew - Comodoro Rivadavia,cabotaje,Aerolíneas Argentinas,Trelew,Chubut,Comodoro Rivadavia,Chubut,764,1728,18,0.4421
2017,7,Trelew - Comodoro Rivadavia,cabotaje,LADE - Líneas Aéreas Del Estado,Trelew,Chubut,Comodoro Rivadavia,Chubut,21,112,4,0.1875
2017,7,Trelew - Ezeiza,cabotaje,Aerolíneas Argentinas,Trelew,Chubut,Ezeiza,Buenos Aires,909,1296,14,0.7014
2017,7,Trelew - San Carlos de Bariloche,cabotaje,Aerolíneas Argentinas,Trelew,Chubut,San Carlos de Bariloche,Río Negro,139,192,2,0.724
2017,7,Trelew - San Carlos de Bariloche,cabotaje,LADE - Líneas Aéreas Del Estado,Trelew,Chubut,San Carlos de Bariloche,Río Negro,32,130,4,0.2462
2017,7,Ushuaia - Bahía Blanca,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Bahía Blanca,Buenos Aires,1032,1200,13,0.86
2017,7,Ushuaia - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,18315,22053,148,0.8305
2017,7,Ushuaia - Ciudad de Buenos Aires,cabotaje,LATAM,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,5165,7150,44,0.7224
2017,7,Ushuaia - Comodoro Rivadavia,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Comodoro Rivadavia,Chubut,2,48,1,0.0417
2017,7,Ushuaia - Córdoba,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,Córdoba,3283,3913,31,0.839
2017,7,Ushuaia - El Calafate,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",El Calafate,Santa Cruz,2674,5100,30,0.5243
2017,7,Ushuaia - Ezeiza,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ezeiza,Buenos Aires,2107,2612,14,0.8067
2017,7,Ushuaia - Rosario,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Rosario,Santa Fe,354,480,5,0.7375
2017,7,Viedma - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Viedma,Río Negro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,734,1056,11,0.6951
2017,7,Viedma - San Carlos de Bariloche,cabotaje,Aerolíneas Argentinas,Viedma,Río Negro,San Carlos de Bariloche,Río Negro,678,1392,17,0.4871
2017,8,Amsterdam - Ezeiza,internacional,KLM,Amsterdam,,Ezeiza,Buenos Aires,8613,9503,23,0.9063
2017,8,Asunción - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,Asunción,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2502,2976,31,0.8407
2017,8,Asunción - Ciudad de Buenos Aires,internacional,Paranair,Asunción,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1874,2450,49,0.7649
2017,8,Asunción - Córdoba,internacional,Air Europa,Asunción,,Córdoba,Córdoba,2064,5382,18,0.3835
2017,8,Asunción - Ezeiza,internacional,Aerolíneas Argentinas,Asunción,,Ezeiza,Buenos Aires,2370,2784,29,0.8513
2017,8,Asunción - Ezeiza,internacional,LATAM,Asunción,,Ezeiza,Buenos Aires,4250,5394,31,0.7879
2017,8,Asunción - Salta,internacional,Paranair,Asunción,,Salta,Salta,64,350,7,0.1829
2017,8,Atlanta - Ezeiza,internacional,Delta Air Lines,Atlanta,,Ezeiza,Buenos Aires,6353,7427,30,0.8554
2017,8,Auckland - Ezeiza,internacional,Air New Zealand,Auckland,,Ezeiza,Buenos Aires,2971,3926,13,0.7567
2017,8,Bahía Blanca - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Bahía Blanca,Buenos Aires,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,10969,13671,122,0.8024
2017,8,Bahía Blanca - Ciudad de Buenos Aires,cabotaje,LATAM,Bahía Blanca,Buenos Aires,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3464,5124,32,0.676
2017,8,Bahía Blanca - Ezeiza,cabotaje,Aerolíneas Argentinas,Bahía Blanca,Buenos Aires,Ezeiza,Buenos Aires,106,112,2,0.9464
2017,8,Bahía Blanca - Mar del Plata,cabotaje,Aerolíneas Argentinas,Bahía Blanca,Buenos Aires,Mar del Plata,Buenos Aires,1456,2928,31,0.4973
2017,8,Bahía Blanca - San Carlos de Bariloche,cabotaje,Aerolíneas Argentinas,Bahía Blanca,Buenos Aires,San Carlos de Bariloche,Río Negro,509,768,8,0.6628
2017,8,Bahía Blanca - Trelew,cabotaje,Aerolíneas Argentinas,Bahía Blanca,Buenos Aires,Trelew,Chubut,666,1536,17,0.4336
2017,8,Bahía Blanca - Ushuaia,cabotaje,Aerolíneas Argentinas,Bahía Blanca,Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1059,1344,14,0.7879
2017,8,Barcelona - Ezeiza,internacional,Aerolíneas Argentinas,Barcelona,,Ezeiza,Buenos Aires,6100,6333,22,0.9632
2017,8,Barcelona - Ezeiza,internacional,Level,Barcelona,,Ezeiza,Buenos Aires,3333,3454,11,0.965
2017,8,Belo Horizonte - Ezeiza,internacional,Azul Linhas Aereas Brasileiras,Belo Horizonte,,Ezeiza,Buenos Aires,6510,6962,59,0.9351
2017,8,Belo Horizonte - Ezeiza,internacional,Gol Transportes Aéreos,Belo Horizonte,,Ezeiza,Buenos Aires,297,540,3,0.55
2017,8,Bogotá - Ezeiza,internacional,Aerolíneas Argentinas,Bogotá,,Ezeiza,Buenos Aires,3568,4616,17,0.773
2017,8,Bogotá - Ezeiza,internacional,Avianca,Bogotá,,Ezeiza,Buenos Aires,7370,7822,31,0.9422
2017,8,Bogotá - Ezeiza,internacional,LATAM,Bogotá,,Ezeiza,Buenos Aires,5598,6851,31,0.8171
2017,8,Brasilia - Ezeiza,internacional,LATAM,Brasilia,,Ezeiza,Buenos Aires,4424,5230,29,0.8459
2017,8,Cancún - Ezeiza,internacional,Aerolíneas Argentinas,Cancún,,Ezeiza,Buenos Aires,4850,5739,20,0.8451
2017,8,Cayo Coco - Ezeiza,internacional,Cubana de Aviación,Cayo Coco,,Ezeiza,Buenos Aires,437,565,2,0.7735
2017,8,Ciudad de Buenos Aires - Asunción,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Asunción,,2470,2880,30,0.8576
2017,8,Ciudad de Buenos Aires - Asunción,internacional,Paranair,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Asunción,,1684,2350,47,0.7166
2017,8,Ciudad de Buenos Aires - Bahía Blanca,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bahía Blanca,Buenos Aires,11026,13635,122,0.8087
2017,8,Ciudad de Buenos Aires - Bahía Blanca,cabotaje,LATAM,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bahía Blanca,Buenos Aires,3373,5041,30,0.6691
2017,8,Ciudad de Buenos Aires - Comodoro Rivadavia,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comodoro Rivadavia,Chubut,16642,21572,173,0.7715
2017,8,Ciudad de Buenos Aires - Comodoro Rivadavia,cabotaje,LATAM,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comodoro Rivadavia,Chubut,2953,3698,23,0.7985
2017,8,Ciudad de Buenos Aires - Corrientes,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Corrientes,Corrientes,4375,5332,56,0.8205
2017,8,Ciudad de Buenos Aires - Curitiba,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Curitiba,,2567,3017,31,0.8508
2017,8,Ciudad de Buenos Aires - Córdoba,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Córdoba,Córdoba,28293,37954,273,0.7455
2017,8,Ciudad de Buenos Aires - Córdoba,cabotaje,Andes Líneas Aéreas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Córdoba,Córdoba,4552,7625,47,0.597
2017,8,Ciudad de Buenos Aires - Córdoba,cabotaje,LATAM,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Córdoba,Córdoba,17989,24043,152,0.7482
2017,8,Ciudad de Buenos Aires - El Calafate,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,El Calafate,Santa Cruz,9279,11519,70,0.8055
2017,8,Ciudad de Buenos Aires - Esquel,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Esquel,Chubut,3072,4100,31,0.7493
2017,8,Ciudad de Buenos Aires - Formosa,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Formosa,Formosa,4466,5113,53,0.8735
2017,8,Ciudad de Buenos Aires - La Rioja,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,La Rioja,La Rioja,3106,5077,39,0.6118
2017,8,Ciudad de Buenos Aires - Mar del Plata,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mar del Plata,Buenos Aires,5569,6174,62,0.902
2017,8,Ciudad de Buenos Aires - Mendoza,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mendoza,Mendoza,20679,27775,206,0.7445
2017,8,Ciudad de Buenos Aires - Mendoza,cabotaje,Andes Líneas Aéreas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mendoza,Mendoza,2459,4347,31,0.5657
2017,8,Ciudad de Buenos Aires - Mendoza,cabotaje,LATAM,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mendoza,Mendoza,13185,16645,100,0.7921
2017,8,Ciudad de Buenos Aires - Merlo,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Merlo,San Luis,43,48,1,0.8958
2017,8,Ciudad de Buenos Aires - Montevideo,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Montevideo,,7784,13045,113,0.5967
2017,8,Ciudad de Buenos Aires - Montevideo,internacional,Amaszonas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Montevideo,,470,900,18,0.5222
2017,8,Ciudad de Buenos Aires - Neuquén,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Neuquén,Neuquén,20811,28422,171,0.7322
2017,8,Ciudad de Buenos Aires - Neuquén,cabotaje,LATAM,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Neuquén,Neuquén,9498,14876,91,0.6385
2017,8,Ciudad de Buenos Aires - Paraná,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Paraná,Entre Ríos,6141,8186,76,0.7502
2017,8,Ciudad de Buenos Aires - Porto Alegre,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Porto Alegre,,4343,5440,32,0.7983
2017,8,Ciudad de Buenos Aires - Porto Seguro,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Porto Seguro,,889,1033,8,0.8606
2017,8,Ciudad de Buenos Aires - Posadas,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Posadas,Misiones,9440,11118,84,0.8491
2017,8,Ciudad de Buenos Aires - Puerto Iguazú,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Iguazú,Misiones,22219,27948,176,0.795
2017,8,Ciudad de Buenos Aires - Puerto Iguazú,cabotaje,Andes Líneas Aéreas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Iguazú,Misiones,2370,3191,23,0.7427
2017,8,Ciudad de Buenos Aires - Puerto Iguazú,cabotaje,LATAM,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Iguazú,Misiones,13837,15142,90,0.9138
2017,8,Ciudad de Buenos Aires - Puerto Madryn,cabotaje,Andes Líneas Aéreas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Madryn,Chubut,2718,3631,23,0.7486
2017,8,Ciudad de Buenos Aires - Punta del Este,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Punta del Este,,1734,3316,33,0.5229
2017,8,Ciudad de Buenos Aires - Resistencia,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Resistencia,Chaco,13107,16049,112,0.8167
2017,8,Ciudad de Buenos Aires - Rio Hondo,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rio Hondo,Santiago del Estero,15961,20556,141,0.7765
2017,8,Ciudad de Buenos Aires - Rio Hondo,cabotaje,Andes Líneas Aéreas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rio Hondo,Santiago del Estero,271,579,5,0.468
2017,8,Ciudad de Buenos Aires - Rio Hondo,cabotaje,LATAM,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rio Hondo,Santiago del Estero,7683,9829,59,0.7817
2017,8,Ciudad de Buenos Aires - Rosario,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rosario,Santa Fe,3783,5908,60,0.6403
2017,8,Ciudad de Buenos Aires - Río Cuarto,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Cuarto,Córdoba,2462,4080,44,0.6034
2017,8,Ciudad de Buenos Aires - Río Gallegos,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Gallegos,Santa Cruz,7758,9642,64,0.8046
2017,8,Ciudad de Buenos Aires - Río Gallegos,cabotaje,LATAM,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Gallegos,Santa Cruz,2778,3456,26,0.8038
2017,8,Ciudad de Buenos Aires - Río Grande,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3429,3812,30,0.8995
2017,8,Ciudad de Buenos Aires - Río de Janeiro,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río de Janeiro,,6362,8054,60,0.7899
