anio,mes,ruta,clasificacion_vuelo,aerolinea,origen_localidad,origen_provincia,destino_localidad,destino_provincia,pasajeros,asientos,vuelos,factor_ocupacion
2022,6,Lima - Córdoba,internacional,LATAM,Lima,,Córdoba,Córdoba,1788,2400,14,0.745
2022,6,Lima - Ezeiza,internacional,LATAM,Lima,,Ezeiza,Buenos Aires,4910,5874,34,0.8359
2022,6,Lima - Ezeiza,internacional,Sky Airline,Lima,,Ezeiza,Buenos Aires,1573,2046,11,0.7688
2022,6,Londres - Ezeiza,internacional,Aerolíneas Argentinas,Londres,,Ezeiza,Buenos Aires,214,272,1,0.7868
2022,6,Londres - Ezeiza,internacional,British Airways,Londres,,Ezeiza,Buenos Aires,1413,1655,5,0.8538
2022,6,Los Angeles - Ezeiza,internacional,Aerolíneas Argentinas,Los Angeles,,Ezeiza,Buenos Aires,73,272,1,0.2684
2022,6,Madrid - Córdoba,internacional,Aerolíneas Argentinas,Madrid,,Córdoba,Córdoba,269,537,2,0.5009
2022,6,Madrid - Ezeiza,internacional,Aerolíneas Argentinas,Madrid,,Ezeiza,Buenos Aires,6506,7554,28,0.8613
2022,6,Madrid - Ezeiza,internacional,Air Europa,Madrid,,Ezeiza,Buenos Aires,7738,8758,26,0.8835
2022,6,Madrid - Ezeiza,internacional,Iberia Airlines,Madrid,,Ezeiza,Buenos Aires,12363,14309,44,0.864
2022,6,Malargue - Mendoza,cabotaje,LADE - Líneas Aéreas Del Estado,Malargue,Mendoza,Mendoza,Mendoza,1,19,1,0.0526
2022,6,Malargue - Neuquén,cabotaje,Aerolíneas Argentinas,Malargue,Mendoza,Neuquén,Neuquén,27,48,1,0.5625
2022,6,Malargue - Neuquén,cabotaje,LADE - Líneas Aéreas Del Estado,Malargue,Mendoza,Neuquén,Neuquén,60,278,8,0.2158
2022,6,Mar del Plata - Bahía Blanca,cabotaje,LADE - Líneas Aéreas Del Estado,Mar del Plata,Buenos Aires,Bahía Blanca,Buenos Aires,12,99,3,0.1212
2022,6,Mar del Plata - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Mar del Plata,Buenos Aires,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,6267,7372,60,0.8501
2022,6,Mar del Plata - Ciudad de Buenos Aires,cabotaje,Flybondi,Mar del Plata,Buenos Aires,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,77,95,1,0.8105
2022,6,Mar del Plata - Córdoba,cabotaje,Aerolíneas Argentinas,Mar del Plata,Buenos Aires,Córdoba,Córdoba,562,720,8,0.7806
2022,6,Mar del Plata - Mendoza,cabotaje,Aerolíneas Argentinas,Mar del Plata,Buenos Aires,Mendoza,Mendoza,592,1033,9,0.5731
2022,6,Medellín - Ciudad de Buenos Aires,internacional,Viva Air,Medellín,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,109,188,1,0.5798
2022,6,Medellín - Ezeiza,internacional,Viva Air,Medellín,,Ezeiza,Buenos Aires,542,752,4,0.7207
2022,6,Mendoza - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Mendoza,Mendoza,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,21955,26131,196,0.8402
2022,6,Mendoza - Ciudad de Buenos Aires,cabotaje,Flybondi,Mendoza,Mendoza,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7314,8322,50,0.8789
2022,6,Mendoza - Ciudad de Buenos Aires,cabotaje,JetSMART Airlines,Mendoza,Mendoza,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,9699,10974,62,0.8838
2022,6,Mendoza - Córdoba,cabotaje,Aerolíneas Argentinas,Mendoza,Mendoza,Córdoba,Córdoba,4589,6070,61,0.756
2022,6,Mendoza - Esquel,cabotaje,Aerolíneas Argentinas,Mendoza,Mendoza,Esquel,Chubut,58,85,1,0.6824
2022,6,Mendoza - Ezeiza,cabotaje,Aerolíneas Argentinas,Mendoza,Mendoza,Ezeiza,Buenos Aires,2402,2997,30,0.8015
2022,6,Mendoza - Ezeiza,cabotaje,Flybondi,Mendoza,Mendoza,Ezeiza,Buenos Aires,771,1041,7,0.7406
2022,6,Mendoza - Ezeiza,cabotaje,JetSMART Airlines,Mendoza,Mendoza,Ezeiza,Buenos Aires,91,93,1,0.9785
2022,6,Mendoza - Malargue,cabotaje,LADE - Líneas Aéreas Del Estado,Mendoza,Mendoza,Malargue,Mendoza,4,57,3,0.0702
2022,6,Mendoza - Mar del Plata,cabotaje,Aerolíneas Argentinas,Mendoza,Mendoza,Mar del Plata,Buenos Aires,624,1118,10,0.5581
2022,6,Mendoza - Neuquén,cabotaje,Aerolíneas Argentinas,Mendoza,Mendoza,Neuquén,Neuquén,2120,3068,27,0.691
2022,6,Mendoza - Neuquén,cabotaje,JetSMART Airlines,Mendoza,Mendoza,Neuquén,Neuquén,88,93,1,0.9462
2022,6,Mendoza - Panamá,internacional,Copa Airlines,Mendoza,Mendoza,Panamá,,2534,2802,18,0.9044
2022,6,Mendoza - Rosario,cabotaje,Aerolíneas Argentinas,Mendoza,Mendoza,Rosario,Santa Fe,1413,1852,17,0.763
2022,6,Mendoza - Salta,cabotaje,Aerolíneas Argentinas,Mendoza,Mendoza,Salta,Salta,1127,1618,13,0.6965
2022,6,Mendoza - San Carlos de Bariloche,cabotaje,Aerolíneas Argentinas,Mendoza,Mendoza,San Carlos de Bariloche,Río Negro,1020,1360,9,0.75
2022,6,Mendoza - San Carlos de Bariloche,cabotaje,JetSMART Airlines,Mendoza,Mendoza,San Carlos de Bariloche,Río Negro,1262,1581,9,0.7982
2022,6,Mendoza - Santiago,internacional,Aerolíneas Argentinas,Mendoza,Mendoza,Santiago,,322,384,4,0.8385
2022,6,Mendoza - Santiago,internacional,Copa Airlines,Mendoza,Mendoza,Santiago,,137,154,1,0.8896
2022,6,Mendoza - Santiago,internacional,LATAM,Mendoza,Mendoza,Santiago,,1971,2754,16,0.7157
2022,6,Mendoza - Santiago,internacional,Sky Airline,Mendoza,Mendoza,Santiago,,2689,3162,17,0.8504
2022,6,Mendoza - São Paulo,internacional,Gol Transportes Aéreos,Mendoza,Mendoza,São Paulo,,1371,1665,9,0.8234
2022,6,Mendoza - São Paulo,internacional,LATAM,Mendoza,Mendoza,São Paulo,,1373,2250,13,0.6102
2022,6,Miami - Ezeiza,internacional,Aerolíneas Argentinas,Miami,,Ezeiza,Buenos Aires,8633,9767,36,0.8839
2022,6,Miami - Ezeiza,internacional,American Airlines,Miami,,Ezeiza,Buenos Aires,12230,12809,51,0.9548
2022,6,Montevideo - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,Montevideo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,5212,6232,57,0.8363
2022,6,Montevideo - Ezeiza,internacional,Air Europa,Montevideo,,Ezeiza,Buenos Aires,302,339,1,0.8909
2022,6,Montevideo - Ezeiza,internacional,American Airlines,Montevideo,,Ezeiza,Buenos Aires,666,775,3,0.8594
2022,6,Munich - Ezeiza,internacional,Aerolíneas Argentinas,Munich,,Ezeiza,Buenos Aires,60,267,1,0.2247
2022,6,México Df - Ezeiza,internacional,Aeroméxico,México Df,,Ezeiza,Buenos Aires,6480,7831,32,0.8275
2022,6,Neuquén - Bahía Blanca,cabotaje,LADE - Líneas Aéreas Del Estado,Neuquén,Neuquén,Bahía Blanca,Buenos Aires,22,131,5,0.1679
2022,6,Neuquén - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Neuquén,Neuquén,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,13138,14512,97,0.9053
2022,6,Neuquén - Ciudad de Buenos Aires,cabotaje,Flybondi,Neuquén,Neuquén,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3998,4631,25,0.8633
2022,6,Neuquén - Ciudad de Buenos Aires,cabotaje,JetSMART Airlines,Neuquén,Neuquén,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,6344,7347,42,0.8635
2022,6,Neuquén - Comodoro Rivadavia,cabotaje,Aerolíneas Argentinas,Neuquén,Neuquén,Comodoro Rivadavia,Chubut,1682,2813,26,0.5979
2022,6,Neuquén - Córdoba,cabotaje,Aerolíneas Argentinas,Neuquén,Neuquén,Córdoba,Córdoba,1665,2179,21,0.7641
2022,6,Neuquén - Córdoba,cabotaje,Flybondi,Neuquén,Neuquén,Córdoba,Córdoba,1280,1418,8,0.9027
2022,6,Neuquén - Córdoba,cabotaje,JetSMART Airlines,Neuquén,Neuquén,Córdoba,Córdoba,73,186,1,0.3925
2022,6,Neuquén - Ezeiza,cabotaje,Aerolíneas Argentinas,Neuquén,Neuquén,Ezeiza,Buenos Aires,798,1048,8,0.7615
2022,6,Neuquén - Ezeiza,cabotaje,Flybondi,Neuquén,Neuquén,Ezeiza,Buenos Aires,292,379,3,0.7704
2022,6,Neuquén - Ezeiza,cabotaje,JetSMART Airlines,Neuquén,Neuquén,Ezeiza,Buenos Aires,163,186,1,0.8763
2022,6,Neuquén - Malargue,cabotaje,LADE - Líneas Aéreas Del Estado,Neuquén,Neuquén,Malargue,Mendoza,47,148,4,0.3176
2022,6,Neuquén - Mendoza,cabotaje,Aerolíneas Argentinas,Neuquén,Neuquén,Mendoza,Mendoza,1789,2400,26,0.7454
2022,6,Neuquén - Salta,cabotaje,Aerolíneas Argentinas,Neuquén,Neuquén,Salta,Salta,1355,1801,17,0.7524
2022,6,Neuquén - Salta,cabotaje,JetSMART Airlines,Neuquén,Neuquén,Salta,Salta,1981,2139,12,0.9261
2022,6,Neuquén - San Carlos de Bariloche,cabotaje,Aerolíneas Argentinas,Neuquén,Neuquén,San Carlos de Bariloche,Río Negro,290,425,3,0.6824
2022,6,Neuquén - San Carlos de Bariloche,cabotaje,JetSMART Airlines,Neuquén,Neuquén,San Carlos de Bariloche,Río Negro,182,186,1,0.9785
2022,6,Neuquén - San Martín de los Andes,cabotaje,Aerolíneas Argentinas,Neuquén,Neuquén,San Martín de los Andes,Neuquén,128,170,1,0.7529
2022,6,Nueva York - Ezeiza,internacional,Aerolíneas Argentinas,Nueva York,,Ezeiza,Buenos Aires,2418,2967,11,0.815
2022,6,Nueva York - Ezeiza,internacional,American Airlines,Nueva York,,Ezeiza,Buenos Aires,5622,6157,23,0.9131
2022,6,Panamá - Córdoba,internacional,Copa Airlines,Panamá,,Córdoba,Córdoba,3461,4158,27,0.8324
2022,6,Panamá - Ezeiza,internacional,Copa Airlines,Panamá,,Ezeiza,Buenos Aires,10052,11194,70,0.898
2022,6,Panamá - Mendoza,internacional,Copa Airlines,Panamá,,Mendoza,Mendoza,2426,2802,18,0.8658
2022,6,Panamá - Rosario,internacional,Copa Airlines,Panamá,,Rosario,Santa Fe,2581,3092,20,0.8347
2022,6,Paraná - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Paraná,Entre Ríos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1542,2064,22,0.7471
2022,6,París - Ezeiza,internacional,Air France,París,,Ezeiza,Buenos Aires,4484,5028,18,0.8918
2022,6,Porto Alegre - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,Porto Alegre,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1729,2100,16,0.8233
2022,6,Posadas - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Posadas,Misiones,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3477,4151,32,0.8376
2022,6,Posadas - Ciudad de Buenos Aires,cabotaje,Flybondi,Posadas,Misiones,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1162,1323,7,0.8783
2022,6,Posadas - Ciudad de Buenos Aires,cabotaje,JetSMART Airlines,Posadas,Misiones,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,889,1116,6,0.7966
2022,6,Posadas - Córdoba,cabotaje,Aerolíneas Argentinas,Posadas,Misiones,Córdoba,Córdoba,470,672,8,0.6994
2022,6,Posadas - Ezeiza,cabotaje,Aerolíneas Argentinas,Posadas,Misiones,Ezeiza,Buenos Aires,289,489,4,0.591
2022,6,Posadas - Ezeiza,cabotaje,Flybondi,Posadas,Misiones,Ezeiza,Buenos Aires,178,189,1,0.9418
2022,6,Puerto Iguazú - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Puerto Iguazú,Misiones,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,20209,24802,164,0.8148
2022,6,Puerto Iguazú - Ciudad de Buenos Aires,cabotaje,Flybondi,Puerto Iguazú,Misiones,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,9197,10397,57,0.8846
2022,6,Puerto Iguazú - Ciudad de Buenos Aires,cabotaje,JetSMART Airlines,Puerto Iguazú,Misiones,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,4533,5208,30,0.8704
2022,6,Puerto Iguazú - Córdoba,cabotaje,Aerolíneas Argentinas,Puerto Iguazú,Misiones,Córdoba,Córdoba,1856,2298,22,0.8077
2022,6,Puerto Iguazú - Ezeiza,cabotaje,Aerolíneas Argentinas,Puerto Iguazú,Misiones,Ezeiza,Buenos Aires,4591,6690,44,0.6862
2022,6,Puerto Iguazú - Ezeiza,cabotaje,Flybondi,Puerto Iguazú,Misiones,Ezeiza,Buenos Aires,751,947,7,0.793
2022,6,Puerto Iguazú - Ezeiza,cabotaje,JetSMART Airlines,Puerto Iguazú,Misiones,Ezeiza,Buenos Aires,2071,2511,19,0.8248
2022,6,Puerto Iguazú - Rosario,cabotaje,Aerolíneas Argentinas,Puerto Iguazú,Misiones,Rosario,Santa Fe,799,1001,10,0.7982
2022,6,Puerto Iguazú - Salta,cabotaje,Aerolíneas Argentinas,Puerto Iguazú,Misiones,Salta,Salta,944,1354,14,0.6972
2022,6,Puerto Iguazú - Salta,cabotaje,JetSMART Airlines,Puerto Iguazú,Misiones,Salta,Salta,792,1302,7,0.6083
2022,6,Puerto Iguazú - San Miguel de Tucumán,cabotaje,Aerolíneas Argentinas,Puerto Iguazú,Misiones,San Miguel de Tucumán,Tucumán,523,864,9,0.6053
2022,6,Puerto Madryn - Bahía Blanca,cabotaje,LADE - Líneas Aéreas Del Estado,Puerto Madryn,Chubut,Bahía Blanca,Buenos Aires,23,138,5,0.1667
2022,6,Puerto Madryn - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Puerto Madryn,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2219,2720,17,0.8158
2022,6,Puerto Madryn - Ciudad de Buenos Aires,cabotaje,Flybondi,Puerto Madryn,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,422,567,3,0.7443
2022,6,Puerto Madryn - Comodoro Rivadavia,cabotaje,LADE - Líneas Aéreas Del Estado,Puerto Madryn,Chubut,Comodoro Rivadavia,Chubut,19,130,4,0.1462
2022,6,Puerto Madryn - Ezeiza,cabotaje,Flybondi,Puerto Madryn,Chubut,Ezeiza,Buenos Aires,149,190,2,0.7842
2022,6,Puerto Madryn - San Carlos de Bariloche,cabotaje,LADE - Líneas Aéreas Del Estado,Puerto Madryn,Chubut,San Carlos de Bariloche,Río Negro,2,33,1,0.0606
2022,6,Punta Cana - Ezeiza,internacional,Aerolíneas Argentinas,Punta Cana,,Ezeiza,Buenos Aires,2844,2981,11,0.954
2022,6,Punta del Este - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,Punta del Este,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1153,1769,17,0.6518
2022,6,Punta del Este - Rosario,internacional,Aerolíneas Argentinas,Punta del Este,,Rosario,Santa Fe,90,96,1,0.9375
2022,6,Resistencia - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Resistencia,Chaco,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7395,9308,64,0.7945
2022,6,Resistencia - Córdoba,cabotaje,Aerolíneas Argentinas,Resistencia,Chaco,Córdoba,Córdoba,1384,1621,18,0.8538
2022,6,Resistencia - Ezeiza,cabotaje,Aerolíneas Argentinas,Resistencia,Chaco,Ezeiza,Buenos Aires,654,928,10,0.7047
2022,6,Resistencia - Rosario,cabotaje,Aerolíneas Argentinas,Resistencia,Chaco,Rosario,Santa Fe,66,85,1,0.7765
2022,6,Resistencia - Salta,cabotaje,Aerolíneas Argentinas,Resistencia,Chaco,Salta,Salta,320,672,8,0.4762
2022,6,Rio Hondo - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Rio Hondo,Santiago del Estero,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,979,1282,10,0.7637
2022,6,Rio Hondo - Ciudad de Buenos Aires,cabotaje,JetSMART Airlines,Rio Hondo,Santiago del Estero,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,80,93,1,0.8602
2022,6,Roma - Córdoba,internacional,Aerolíneas Argentinas,Roma,,Córdoba,Córdoba,7,272,1,0.0257
2022,6,Roma - Córdoba,internacional,ITA Airways,Roma,,Córdoba,Córdoba,79,334,1,0.2365
2022,6,Roma - Ezeiza,internacional,Aerolíneas Argentinas,Roma,,Ezeiza,Buenos Aires,2258,3526,13,0.6404
2022,6,Roma - Ezeiza,internacional,Air France,Roma,,Ezeiza,Buenos Aires,276,276,1,1.0
2022,6,Roma - Ezeiza,internacional,ITA Airways,Roma,,Ezeiza,Buenos Aires,3457,5678,17,0.6088
2022,6,Rosario - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Rosario,Santa Fe,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,5371,8450,74,0.6356
2022,6,Rosario - Ezeiza,cabotaje,Aerolíneas Argentinas,Rosario,Santa Fe,Ezeiza,Buenos Aires,278,656,4,0.4238
2022,6,Rosario - Ezeiza,cabotaje,Avianca,Rosario,Santa Fe,Ezeiza,Buenos Aires,108,126,1,0.8571
2022,6,Rosario - Mendoza,cabotaje,Aerolíneas Argentinas,Rosario,Santa Fe,Mendoza,Mendoza,1377,1788,17,0.7701
2022,6,Rosario - Panamá,internacional,Copa Airlines,Rosario,Santa Fe,Panamá,,2698,3246,21,0.8312
2022,6,Rosario - Puerto Iguazú,cabotaje,Aerolíneas Argentinas,Rosario,Santa Fe,Puerto Iguazú,Misiones,916,1049,10,0.8732
2022,6,Rosario - Punta del Este,internacional,Aerolíneas Argentinas,Rosario,Santa Fe,Punta del Este,,89,96,1,0.9271
2022,6,Rosario - Salta,cabotaje,Aerolíneas Argentinas,Rosario,Santa Fe,Salta,Salta,1481,1706,18,0.8681
2022,6,Rosario - San Carlos de Bariloche,cabotaje,Aerolíneas Argentinas,Rosario,Santa Fe,San Carlos de Bariloche,Río Negro,2360,2720,17,0.8676
2022,6,Río Cuarto - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Río Cuarto,Córdoba,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1102,1728,20,0.6377
2022,6,Río Cuarto - Santa Rosa,cabotaje,Aerolíneas Argentinas,Río Cuarto,Córdoba,Santa Rosa,La Pampa,249,720,8,0.3458
2022,6,Río Gallegos - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Río Gallegos,Santa Cruz,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,6441,7769,51,0.8291
2022,6,Río Gallegos - Comodoro Rivadavia,cabotaje,LADE - Líneas Aéreas Del Estado,Río Gallegos,Santa Cruz,Comodoro Rivadavia,Chubut,32,75,3,0.4267
2022,6,Río Gallegos - Ezeiza,cabotaje,Aerolíneas Argentinas,Río Gallegos,Santa Cruz,Ezeiza,Buenos Aires,1119,2168,14,0.5161
2022,6,Río Gallegos - Río Grande,cabotaje,LADE - Líneas Aéreas Del Estado,Río Gallegos,Santa Cruz,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",68,245,15,0.2776
2022,6,Río Gallegos - Ushuaia,cabotaje,LADE - Líneas Aéreas Del Estado,Río Gallegos,Santa Cruz,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,22,2,0.1364
2022,6,Río Grande - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3922,5114,36,0.7669
2022,6,Río Grande - Ezeiza,cabotaje,Aerolíneas Argentinas,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ezeiza,Buenos Aires,425,765,5,0.5556
2022,6,Río Grande - Río Gallegos,cabotaje,LADE - Líneas Aéreas Del Estado,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Gallegos,Santa Cruz,44,170,10,0.2588
2022,6,Río Grande - Ushuaia,cabotaje,LADE - Líneas Aéreas Del Estado,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",41,114,6,0.3596
2022,6,Río de Janeiro - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,Río de Janeiro,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7409,8798,52,0.8421
2022,6,Río de Janeiro - Ciudad de Buenos Aires,internacional,Flybondi,Río de Janeiro,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,127,189,1,0.672
2022,6,Río de Janeiro - Ciudad de Buenos Aires,internacional,Gol Transportes Aéreos,Río de Janeiro,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3357,3816,21,0.8797
2022,6,Río de Janeiro - Ciudad de Buenos Aires,internacional,LATAM,Río de Janeiro,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,174,174,1,1.0
2022,6,Río de Janeiro - Ezeiza,internacional,Flybondi,Río de Janeiro,,Ezeiza,Buenos Aires,4373,6048,32,0.723
2022,6,Salta - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Salta,Salta,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,17303,20223,132,0.8556
2022,6,Salta - Ciudad de Buenos Aires,cabotaje,Flybondi,Salta,Salta,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,5372,5861,33,0.9166
2022,6,Salta - Ciudad de Buenos Aires,cabotaje,JetSMART Airlines,Salta,Salta,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7838,9021,52,0.8689
2022,6,Salta - Córdoba,cabotaje,Aerolíneas Argentinas,Salta,Salta,Córdoba,Córdoba,3615,4043,25,0.8941
2022,6,Salta - Ezeiza,cabotaje,Aerolíneas Argentinas,Salta,Salta,Ezeiza,Buenos Aires,3195,4103,36,0.7787
2022,6,Salta - Ezeiza,cabotaje,Flybondi,Salta,Salta,Ezeiza,Buenos Aires,2410,2936,22,0.8208
2022,6,Salta - Mendoza,cabotaje,Aerolíneas Argentinas,Salta,Salta,Mendoza,Mendoza,1098,1354,13,0.8109
2022,6,Salta - Neuquén,cabotaje,Aerolíneas Argentinas,Salta,Salta,Neuquén,Neuquén,1330,1632,17,0.815
2022,6,Salta - Neuquén,cabotaje,JetSMART Airlines,Salta,Salta,Neuquén,Neuquén,1866,2325,13,0.8026
2022,6,Salta - Puerto Iguazú,cabotaje,Aerolíneas Argentinas,Salta,Salta,Puerto Iguazú,Misiones,925,1618,13,0.5717
2022,6,Salta - Puerto Iguazú,cabotaje,JetSMART Airlines,Salta,Salta,Puerto Iguazú,Misiones,797,1302,8,0.6121
2022,6,Salta - Resistencia,cabotaje,Aerolíneas Argentinas,Salta,Salta,Resistencia,Chaco,183,410,4,0.4463
2022,6,Salta - Rosario,cabotaje,Aerolíneas Argentinas,Salta,Salta,Rosario,Santa Fe,1519,1886,18,0.8054
2022,6,Salta - San Miguel de Tucumán,cabotaje,Aerolíneas Argentinas,Salta,Salta,San Miguel de Tucumán,Tucumán,47,48,1,0.9792
2022,6,Salvador - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,Salvador,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1453,1658,10,0.8764
2022,6,San Carlos de Bariloche - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,21151,25557,159,0.8276
2022,6,San Carlos de Bariloche - Ciudad de Buenos Aires,cabotaje,Flybondi,San Carlos de Bariloche,Río Negro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,13036,14370,82,0.9072
2022,6,San Carlos de Bariloche - Ciudad de Buenos Aires,cabotaje,JetSMART Airlines,San Carlos de Bariloche,Río Negro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7523,8649,52,0.8698
2022,6,San Carlos de Bariloche - Córdoba,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Córdoba,Córdoba,1786,2550,16,0.7004
2022,6,San Carlos de Bariloche - Córdoba,cabotaje,Flybondi,San Carlos de Bariloche,Río Negro,Córdoba,Córdoba,1740,2174,12,0.8004
2022,6,San Carlos de Bariloche - Córdoba,cabotaje,JetSMART Airlines,San Carlos de Bariloche,Río Negro,Córdoba,Córdoba,1767,2139,12,0.8261
2022,6,San Carlos de Bariloche - Ezeiza,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Ezeiza,Buenos Aires,1581,2394,15,0.6604
2022,6,San Carlos de Bariloche - Ezeiza,cabotaje,Flybondi,San Carlos de Bariloche,Río Negro,Ezeiza,Buenos Aires,2767,3408,24,0.8119
2022,6,San Carlos de Bariloche - Ezeiza,cabotaje,JetSMART Airlines,San Carlos de Bariloche,Río Negro,Ezeiza,Buenos Aires,3490,4414,33,0.7907
2022,6,San Carlos de Bariloche - Mendoza,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Mendoza,Mendoza,960,1530,9,0.6275
2022,6,San Carlos de Bariloche - Mendoza,cabotaje,JetSMART Airlines,San Carlos de Bariloche,Río Negro,Mendoza,Mendoza,1075,1488,8,0.7224
2022,6,San Carlos de Bariloche - Puerto Madryn,cabotaje,LADE - Líneas Aéreas Del Estado,San Carlos de Bariloche,Río Negro,Puerto Madryn,Chubut,4,30,1,0.1333
2022,6,San Carlos de Bariloche - Rosario,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Rosario,Santa Fe,2278,2890,17,0.7882
2022,6,San Carlos de Bariloche - Viedma,cabotaje,Aerolíneas Argentinas,San Carlos de Bariloche,Río Negro,Viedma,Río Negro,368,752,8,0.4894
2022,6,San Fernando del Valle de Catamarca - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Fernando del Valle de Catamarca,Catamarca,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1965,2245,25,0.8753
2022,6,San Juan - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Juan,San Juan,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7150,8159,62,0.8763
2022,6,San Juan - Córdoba,cabotaje,Aerolíneas Argentinas,San Juan,San Juan,Córdoba,Córdoba,1314,1584,18,0.8295
2022,6,San Juan - Ezeiza,cabotaje,Aerolíneas Argentinas,San Juan,San Juan,Ezeiza,Buenos Aires,63,85,1,0.7412
2022,6,San Luis - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Luis,San Luis,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3126,3851,41,0.8117
2022,6,San Martín de los Andes - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,San Martín de los Andes,Neuquén,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,4606,5658,34,0.8141
